,State,year_month,counts,Census,counts per million
642,IN,2016-06,91.0,6785528.0,1.341089448013478
643,IN,2016-07,162.0,6785528.0,2.3874339623976204
644,IN,2016-08,214.0,6785528.0,3.153770789833893
645,IN,2016-09,177.0,6785528.0,2.608492662619622
646,IN,2016-10,202.0,6785528.0,2.9769238296562923
647,IN,2016-11,203.0,6785528.0,2.991661076337759
648,IN,2016-12,290.0,6785528.0,4.27380153762537
649,IN,2017-01,216.0,6785528.0,3.1832452831968268
650,IN,2017-02,198.0,6785528.0,2.917974842930425
651,IN,2017-03,193.0,6785528.0,2.844288609523091
652,IN,2017-04,169.0,6785528.0,2.490594689167888
653,IN,2017-05,226.0,6785528.0,3.330617750011495
654,IN,2017-06,172.0,6785528.0,2.5348064292122885
655,IN,2017-07,333.0,6785528.0,4.907503144928442
656,IN,2017-08,1347.0,6785528.0,19.85107127993577
657,IN,2017-09,1390.0,6785528.0,20.48477288723884
658,IN,2017-10,1032.0,6785528.0,15.20883857527373
659,IN,2017-11,577.0,6785528.0,8.50339133520634
660,IN,2017-12,1093.0,6785528.0,16.107810622843203
661,IN,2018-01,1650.0,6785528.0,24.316457024420206
662,IN,2018-02,1206.0,6785528.0,17.773119497848953
663,IN,2018-03,1032.0,6785528.0,15.20883857527373
664,IN,2018-04,1100.0,6785528.0,16.210971349613473
665,IN,2018-05,1063.0,6785528.0,15.6656932223992
666,IN,2018-06,1105.0,6785528.0,16.284657583020806
667,IN,2018-07,1246.0,6785528.0,18.362609365107623
668,IN,2018-08,1030.0,6785528.0,15.179364081910796
669,IN,2018-09,1421.0,6785528.0,20.94162753436431
670,IN,2018-10,1592.0,6785528.0,23.461696716895133
671,IN,2018-11,539.0,6785528.0,7.943375961310601
672,IN,2018-12,721.0,6785528.0,10.625554857337557
673,IN,2019-01,759.0,6785528.0,11.185570231233296
674,IN,2019-02,646.0,6785528.0,9.520261356227548
675,IN,2019-03,485.0,6785528.0,7.147564640511394
676,IN,2019-04,546.0,6785528.0,8.046536688080868
677,IN,2019-05,665.0,6785528.0,9.800269043175417
678,IN,2019-06,566.0,6785528.0,8.341281621710204
679,IN,2019-07,723.0,6785528.0,10.65502935070049
680,IN,2019-08,816.0,6785528.0,12.025593292076904
681,IN,2019-09,682.0,6785528.0,10.050802236760353
682,IN,2019-10,681.0,6785528.0,10.036064990078886
683,IN,2019-11,528.0,6785528.0,7.781266247814467
684,IN,2019-12,668.0,6785528.0,9.844480783219817
699,MI,2016-05,4.0,10077331.0,0.039693049677538624
700,MI,2016-06,711.0,10077331.0,7.055439580182491
701,MI,2016-07,1946.0,10077331.0,19.310668668122542
702,MI,2016-08,2478.0,10077331.0,24.58984427523518
703,MI,2016-09,2607.0,10077331.0,25.869945127335804
704,MI,2016-10,2659.0,10077331.0,26.3859547731438
705,MI,2016-11,2800.0,10077331.0,27.785134774277036
706,MI,2016-12,3400.0,10077331.0,33.73909222590783
707,MI,2017-01,2724.0,10077331.0,27.030966830403802
708,MI,2017-02,2101.0,10077331.0,20.848774343127165
709,MI,2017-03,2779.0,10077331.0,27.57674626346996
710,MI,2017-04,2041.0,10077331.0,20.253378597964083
711,MI,2017-05,1824.0,10077331.0,18.100030652957614
712,MI,2017-06,2293.0,10077331.0,22.75404072764902
713,MI,2017-07,1953.0,10077331.0,19.380131505058234
714,MI,2017-08,2453.0,10077331.0,24.341762714750562
715,MI,2017-09,2422.0,10077331.0,24.034141579749637
716,MI,2017-10,2385.0,10077331.0,23.666980870232404
717,MI,2017-11,1428.0,10077331.0,14.17041873488129
718,MI,2017-12,3021.0,10077331.0,29.978175768961048
719,MI,2018-01,2772.0,10077331.0,27.50728342653427
720,MI,2018-02,2436.0,10077331.0,24.173067253621024
721,MI,2018-03,2087.0,10077331.0,20.709848669255777
722,MI,2018-04,2058.0,10077331.0,20.42207405909362
723,MI,2018-05,2381.0,10077331.0,23.627287820554866
724,MI,2018-06,1885.0,10077331.0,18.705349660540076
725,MI,2018-07,1626.0,10077331.0,16.13522469391945
726,MI,2018-08,1808.0,10077331.0,17.94125845424746
727,MI,2018-09,1849.0,10077331.0,18.34811221344223
728,MI,2018-10,2002.0,10077331.0,19.86637136360808
729,MI,2018-11,1928.0,10077331.0,19.13204994457362
730,MI,2018-12,1455.0,10077331.0,14.438346820204675
731,MI,2019-01,2471.0,10077331.0,24.520381438299484
732,MI,2019-02,1764.0,10077331.0,17.504634907794532
733,MI,2019-03,1470.0,10077331.0,14.587195756495444
734,MI,2019-04,1531.0,10077331.0,15.19251476407791
735,MI,2019-05,1847.0,10077331.0,18.328265688603462
736,MI,2019-06,1684.0,10077331.0,16.710773914243763
737,MI,2019-07,1732.0,10077331.0,17.187090510374226
738,MI,2019-08,1479.0,10077331.0,14.676505118269906
739,MI,2019-09,1426.0,10077331.0,14.15057221004252
740,MI,2019-10,1889.0,10077331.0,18.745042710217618
741,MI,2019-11,1720.0,10077331.0,17.06801136134161
742,MI,2019-12,1336.0,10077331.0,13.2574785922979
757,NJ,2016-05,513.0,9288994.0,5.522664779415295
758,NJ,2016-06,636.0,9288994.0,6.846812475064576
759,NJ,2016-07,768.0,9288994.0,8.267849026493074
760,NJ,2016-08,893.0,9288994.0,9.61352757898218
761,NJ,2016-09,937.0,9288994.0,10.087206429458346
762,NJ,2016-10,1020.0,9288994.0,10.980736988311113
763,NJ,2016-11,1308.0,9288994.0,14.081180373246017
764,NJ,2016-12,1152.0,9288994.0,12.401773539739612
765,NJ,2017-01,1097.0,9288994.0,11.809674976644402
766,NJ,2017-02,1144.0,9288994.0,12.315650112380307
767,NJ,2017-03,1386.0,9288994.0,14.920883789999218
768,NJ,2017-04,1014.0,9288994.0,10.916144417791637
769,NJ,2017-05,1036.0,9288994.0,11.15298384302972
770,NJ,2017-06,1144.0,9288994.0,12.315650112380307
771,NJ,2017-07,946.0,9288994.0,10.18409528523756
772,NJ,2017-08,1271.0,9288994.0,13.682859521709242
773,NJ,2017-09,1142.0,9288994.0,12.294119255540481
774,NJ,2017-10,1473.0,9288994.0,15.857476062531637
775,NJ,2017-11,1316.0,9288994.0,14.167303800605318
776,NJ,2017-12,1102.0,9288994.0,11.863502118743968
777,NJ,2018-01,1265.0,9288994.0,13.618266951189764
778,NJ,2018-02,1251.0,9288994.0,13.467550953310983
779,NJ,2018-03,1485.0,9288994.0,15.986661203570591
780,NJ,2018-04,1236.0,9288994.0,13.306069527012289
781,NJ,2018-05,1292.0,9288994.0,13.90893351852741
782,NJ,2018-06,1322.0,9288994.0,14.231896371124796
783,NJ,2018-07,1073.0,9288994.0,11.551304694566495
784,NJ,2018-08,914.0,9288994.0,9.83960157580035
785,NJ,2018-09,1167.0,9288994.0,12.563254966038302
786,NJ,2018-10,1296.0,9288994.0,13.951995232207063
787,NJ,2018-11,1460.0,9288994.0,15.717525493072769
788,NJ,2018-12,1188.0,9288994.0,12.789328962856471
789,NJ,2019-01,1098.0,9288994.0,11.820440405064316
790,NJ,2019-02,1179.0,9288994.0,12.692440107077257
791,NJ,2019-03,1132.0,9288994.0,12.186464971341353
792,NJ,2019-04,1005.0,9288994.0,10.81925556201242
793,NJ,2019-05,1268.0,9288994.0,13.6505632364495
794,NJ,2019-06,1217.0,9288994.0,13.101526387033946
795,NJ,2019-07,1143.0,9288994.0,12.304884683960395
796,NJ,2019-08,1109.0,9288994.0,11.938860117683358
797,NJ,2019-09,964.0,9288994.0,10.377872996795993
798,NJ,2019-10,1096.0,9288994.0,11.79890954822449
799,NJ,2019-11,792.0,9288994.0,8.526219308570981
800,NJ,2019-12,1003.0,9288994.0,10.797724705172595
815,NY,2016-05,801.0,20201249.0,3.9651013657620875
816,NY,2016-06,1490.0,20201249.0,7.375781566773421
817,NY,2016-07,2368.0,20201249.0,11.722047483301651
818,NY,2016-08,2732.0,20201249.0,13.5239162687416
819,NY,2016-09,2665.0,20201249.0,13.192253607685345
820,NY,2016-10,2694.0,20201249.0,13.335809087844025
821,NY,2016-11,3200.0,20201249.0,15.840604707164394
822,NY,2016-12,3068.0,20201249.0,15.187179762993862
823,NY,2017-01,2903.0,20201249.0,14.3703985827807
824,NY,2017-02,2851.0,20201249.0,14.112988756289276
825,NY,2017-03,3011.0,20201249.0,14.905018991647498
826,NY,2017-04,2286.0,20201249.0,11.316131987680563
827,NY,2017-05,2032.0,20201249.0,10.05878398904939
828,NY,2017-06,2753.0,20201249.0,13.627870237132369
829,NY,2017-07,2353.0,20201249.0,11.647794648736818
830,NY,2017-08,4110.0,20201249.0,20.345276670764267
831,NY,2017-09,3729.0,20201249.0,18.459254672817508
832,NY,2017-10,3696.0,20201249.0,18.295898436774873
833,NY,2017-11,3454.0,20201249.0,17.097952705795567
834,NY,2017-12,3699.0,20201249.0,18.31074900368784
835,NY,2018-01,3378.0,20201249.0,16.721738344000414
836,NY,2018-02,2641.0,20201249.0,13.073449072381612
837,NY,2018-03,3026.0,20201249.0,14.97927182621233
838,NY,2018-04,2867.0,20201249.0,14.192191779825098
839,NY,2018-05,2890.0,20201249.0,14.306046126157844
840,NY,2018-06,3455.0,20201249.0,17.102902894766554
841,NY,2018-07,2822.0,20201249.0,13.9694332761306
842,NY,2018-08,2684.0,20201249.0,13.286307198134134
843,NY,2018-09,3122.0,20201249.0,15.45448996742726
844,NY,2018-10,4026.0,20201249.0,19.9294607972012
845,NY,2018-11,4069.0,20201249.0,20.142318922953724
846,NY,2018-12,2979.0,20201249.0,14.746612944575851
847,NY,2019-01,3511.0,20201249.0,17.380113477141933
848,NY,2019-02,3797.0,20201249.0,18.795867522844752
849,NY,2019-03,3356.0,20201249.0,16.612834186638658
850,NY,2019-04,3775.0,20201249.0,18.686963365482995
851,NY,2019-05,4262.0,20201249.0,21.097705394354577
852,NY,2019-06,3914.0,20201249.0,19.37503963245045
853,NY,2019-07,3615.0,20201249.0,17.894933130124777
854,NY,2019-08,3327.0,20201249.0,16.46927870647998
855,NY,2019-09,3282.0,20201249.0,16.246520202785483
856,NY,2019-10,3646.0,20201249.0,18.04838898822543
857,NY,2019-11,3317.0,20201249.0,16.419776816770092
858,NY,2019-12,3135.0,20201249.0,15.518842424050115
873,CT,2016-05,243.0,3605944.0,6.738873371300275
874,CT,2016-06,364.0,3605944.0,10.09444406235926
875,CT,2016-07,453.0,3605944.0,12.562591099584463
876,CT,2016-08,490.0,3605944.0,13.588674699329772
877,CT,2016-09,483.0,3605944.0,13.394550775053634
878,CT,2016-10,534.0,3605944.0,14.808882223351223
879,CT,2016-11,714.0,3605944.0,19.80064027616624
880,CT,2016-12,591.0,3605944.0,16.389605606742645
881,CT,2017-01,539.0,3605944.0,14.94754216926275
882,CT,2017-02,533.0,3605944.0,14.781150234168916
883,CT,2017-03,596.0,3605944.0,16.528265552654172
884,CT,2017-04,436.0,3605944.0,12.091147283485267
885,CT,2017-05,426.0,3605944.0,11.81382739166221
886,CT,2017-06,569.0,3605944.0,15.779501844731922
887,CT,2017-07,519.0,3605944.0,14.392902385616637
888,CT,2017-08,613.0,3605944.0,16.99970936875337
889,CT,2017-09,561.0,3605944.0,15.557645931273475
890,CT,2017-10,666.0,3605944.0,18.46950479541557
891,CT,2017-11,693.0,3605944.0,19.21826850333782
892,CT,2017-12,584.0,3605944.0,16.195481682466504
893,CT,2018-01,595.0,3605944.0,16.500533563471866
894,CT,2018-02,528.0,3605944.0,14.642490288257388
895,CT,2018-03,483.0,3605944.0,13.394550775053634
896,CT,2018-04,555.0,3605944.0,15.39125399617964
897,CT,2018-05,553.0,3605944.0,15.33579001781503
898,CT,2018-06,566.0,3605944.0,15.696305877185003
899,CT,2018-07,466.0,3605944.0,12.923106958954438
900,CT,2018-08,423.0,3605944.0,11.730631424115295
901,CT,2018-09,526.0,3605944.0,14.587026309892778
902,CT,2018-10,615.0,3605944.0,17.05517334711798
903,CT,2018-11,594.0,3605944.0,16.472801574289562
904,CT,2018-12,509.0,3605944.0,14.115582493793582
905,CT,2019-01,456.0,3605944.0,12.645787067131382
906,CT,2019-02,442.0,3605944.0,12.257539218579101
907,CT,2019-03,461.0,3605944.0,12.784447013042909
908,CT,2019-04,416.0,3605944.0,11.536507499839155
909,CT,2019-05,458.0,3605944.0,12.701251045495992
910,CT,2019-06,462.0,3605944.0,12.812179002225216
911,CT,2019-07,428.0,3605944.0,11.869291370026822
912,CT,2019-08,418.0,3605944.0,11.591971478203765
913,CT,2019-09,428.0,3605944.0,11.869291370026822
914,CT,2019-10,550.0,3605944.0,15.252594050268113
915,CT,2019-11,464.0,3605944.0,12.867642980589826
916,CT,2019-12,472.0,3605944.0,13.089498894048273
931,MA,2016-05,84.0,7029917.0,1.194893197174305
932,MA,2016-06,315.0,7029917.0,4.480849489403645
933,MA,2016-07,673.0,7029917.0,9.573370496408423
934,MA,2016-08,797.0,7029917.0,11.33726045414192
935,MA,2016-09,690.0,7029917.0,9.815194119646078
936,MA,2016-10,703.0,7029917.0,10.000118066827815
937,MA,2016-11,963.0,7029917.0,13.69859701046257
938,MA,2016-12,871.0,7029917.0,12.389904461176428
939,MA,2017-01,927.0,7029917.0,13.186499925959296
940,MA,2017-02,953.0,7029917.0,13.556347820322772
941,MA,2017-03,724.0,7029917.0,10.298841366121392
942,MA,2017-04,502.0,7029917.0,7.140909345017872
943,MA,2017-05,408.0,7029917.0,5.803766957703768
944,MA,2017-06,574.0,7029917.0,8.165103514024418
945,MA,2017-07,544.0,7029917.0,7.738355943605025
946,MA,2017-08,834.0,7029917.0,11.863582457659174
947,MA,2017-09,862.0,7029917.0,12.261880190050608
948,MA,2017-10,937.0,7029917.0,13.328749116099095
949,MA,2017-11,993.0,7029917.0,14.125344580881965
950,MA,2017-12,786.0,7029917.0,11.18078634498814
951,MA,2018-01,999.0,7029917.0,14.210694094965843
952,MA,2018-02,843.0,7029917.0,11.991606728784992
953,MA,2018-03,618.0,7029917.0,8.79099995063953
954,MA,2018-04,591.0,7029917.0,8.406927137262075
955,MA,2018-05,897.0,7029917.0,12.759752355539904
956,MA,2018-06,884.0,7029917.0,12.574828408358165
957,MA,2018-07,511.0,7029917.0,7.2689336161436895
958,MA,2018-08,751.0,7029917.0,10.682914179498848
959,MA,2018-09,716.0,7029917.0,10.185042014009554
960,MA,2018-10,973.0,7029917.0,13.840846200602368
961,MA,2018-11,941.0,7029917.0,13.385648792155013
962,MA,2018-12,701.0,7029917.0,9.971668228799857
963,MA,2019-01,926.0,7029917.0,13.172275006945316
964,MA,2019-02,802.0,7029917.0,11.40838504921182
965,MA,2019-03,700.0,7029917.0,9.957443309785877
966,MA,2019-04,727.0,7029917.0,10.341516123163332
967,MA,2019-05,778.0,7029917.0,11.066986992876302
968,MA,2019-06,644.0,7029917.0,9.160847845003007
969,MA,2019-07,727.0,7029917.0,10.341516123163332
970,MA,2019-08,674.0,7029917.0,9.5875954154224
971,MA,2019-09,769.0,7029917.0,10.938962721750483
972,MA,2019-10,927.0,7029917.0,13.186499925959296
973,MA,2019-11,786.0,7029917.0,11.18078634498814
974,MA,2019-12,886.0,7029917.0,12.603278246386125
989,RI,2016-05,81.0,1097379.0,7.381223806907185
990,RI,2016-06,110.0,1097379.0,10.023884182219634
991,RI,2016-07,106.0,1097379.0,9.659379302866194
992,RI,2016-08,163.0,1097379.0,14.853573833652732
993,RI,2016-09,180.0,1097379.0,16.402719570904857
994,RI,2016-10,181.0,1097379.0,16.493845790743215
995,RI,2016-11,249.0,1097379.0,22.690428739751717
996,RI,2016-12,218.0,1097379.0,19.865515924762548
997,RI,2017-01,179.0,1097379.0,16.311593351066495
998,RI,2017-02,207.0,1097379.0,18.863127506540582
999,RI,2017-03,173.0,1097379.0,15.764836032036333
1000,RI,2017-04,175.0,1097379.0,15.947088471713055
1001,RI,2017-05,187.0,1097379.0,17.04060310977338
1002,RI,2017-06,241.0,1097379.0,21.961418981044833
1003,RI,2017-07,166.0,1097379.0,15.126952493167812
1004,RI,2017-08,312.0,1097379.0,28.43138058956842
1005,RI,2017-09,301.0,1097379.0,27.428992171346454
1006,RI,2017-10,303.0,1097379.0,27.61124461102317
1007,RI,2017-11,326.0,1097379.0,29.707147667305463
1008,RI,2017-12,288.0,1097379.0,26.24435131344777
1009,RI,2018-01,293.0,1097379.0,26.699982412639574
1010,RI,2018-02,229.0,1097379.0,20.867904342984513
1011,RI,2018-03,202.0,1097379.0,18.40749640734878
1012,RI,2018-04,225.0,1097379.0,20.50339946363107
1013,RI,2018-05,257.0,1097379.0,23.4194384984586
1014,RI,2018-06,257.0,1097379.0,23.4194384984586
1015,RI,2018-07,285.0,1097379.0,25.97097265393269
1016,RI,2018-08,313.0,1097379.0,28.522506809406778
1017,RI,2018-09,323.0,1097379.0,29.43376900779038
1018,RI,2018-10,319.0,1097379.0,29.06926412843694
1019,RI,2018-11,322.0,1097379.0,29.342642787952016
1020,RI,2018-12,224.0,1097379.0,20.412273243792708
1021,RI,2019-01,273.0,1097379.0,24.877458015872364
1022,RI,2019-02,273.0,1097379.0,24.877458015872364
1023,RI,2019-03,243.0,1097379.0,22.143671420721553
1024,RI,2019-04,238.0,1097379.0,21.688040321529755
1025,RI,2019-05,243.0,1097379.0,22.143671420721553
1026,RI,2019-06,224.0,1097379.0,20.412273243792708
1027,RI,2019-07,275.0,1097379.0,25.059710455549087
1028,RI,2019-08,226.0,1097379.0,20.594525683469428
1029,RI,2019-09,250.0,1097379.0,22.78155495959008
1030,RI,2019-10,264.0,1097379.0,24.057322037327122
1031,RI,2019-11,242.0,1097379.0,22.052545200883195
1032,RI,2019-12,222.0,1097379.0,20.230020804115988
1047,NH,2016-05,8.0,1377529.0,0.5807500241374228
1048,NH,2016-06,20.0,1377529.0,1.4518750603435573
1049,NH,2016-07,33.0,1377529.0,2.3955938495668696
1050,NH,2016-08,37.0,1377529.0,2.685968861635581
1051,NH,2016-09,19.0,1377529.0,1.3792813073263792
1052,NH,2016-10,29.0,1377529.0,2.1052188374981577
1053,NH,2016-11,37.0,1377529.0,2.685968861635581
1054,NH,2016-12,110.0,1377529.0,7.985312831889564
1055,NH,2017-01,105.0,1377529.0,7.622344066803675
1056,NH,2017-02,170.0,1377529.0,12.340938012920237
1057,NH,2017-03,101.0,1377529.0,7.331969054734964
1058,NH,2017-04,91.0,1377529.0,6.606031524563185
1059,NH,2017-05,88.0,1377529.0,6.388250265511651
1060,NH,2017-06,100.0,1377529.0,7.259375301717785
1061,NH,2017-07,112.0,1377529.0,8.13050033792392
1062,NH,2017-08,288.0,1377529.0,20.907000868947225
1063,NH,2017-09,245.0,1377529.0,17.785469489208577
1064,NH,2017-10,231.0,1377529.0,16.769156946968085
1065,NH,2017-11,236.0,1377529.0,17.132125712053977
1066,NH,2017-12,264.0,1377529.0,19.164750796534957
1067,NH,2018-01,237.0,1377529.0,17.204719465071154
1068,NH,2018-02,262.0,1377529.0,19.0195632905006
1069,NH,2018-03,185.0,1377529.0,13.429844308177904
1070,NH,2018-04,137.0,1377529.0,9.945344163353367
1071,NH,2018-05,183.0,1377529.0,13.28465680214355
1072,NH,2018-06,240.0,1377529.0,17.42250072412269
1073,NH,2018-07,167.0,1377529.0,12.123156753868702
1074,NH,2018-08,193.0,1377529.0,14.010594332315328
1075,NH,2018-09,178.0,1377529.0,12.92168803705766
1076,NH,2018-10,201.0,1377529.0,14.591344356452748
1077,NH,2018-11,322.0,1377529.0,23.37518847153127
1078,NH,2018-12,196.0,1377529.0,14.22837559136686
1079,NH,2019-01,297.0,1377529.0,21.560344646101825
1080,NH,2019-02,253.0,1377529.0,18.366219513345996
1081,NH,2019-03,196.0,1377529.0,14.22837559136686
1082,NH,2019-04,186.0,1377529.0,13.50243806119508
1083,NH,2019-05,126.0,1377529.0,9.14681288016441
1084,NH,2019-06,144.0,1377529.0,10.453500434473613
1085,NH,2019-07,175.0,1377529.0,12.703906778006125
1086,NH,2019-08,126.0,1377529.0,9.14681288016441
1087,NH,2019-09,117.0,1377529.0,8.49346910300981
1088,NH,2019-10,178.0,1377529.0,12.92168803705766
1089,NH,2019-11,145.0,1377529.0,10.52609418749079
1090,NH,2019-12,274.0,1377529.0,19.890688326706734
1105,PA,2016-05,195.0,13002700.0,1.4996885262291677
1106,PA,2016-06,1076.0,13002700.0,8.275204380628638
1107,PA,2016-07,2534.0,13002700.0,19.488260130588262
1108,PA,2016-08,3110.0,13002700.0,23.918109315757494
1109,PA,2016-09,3219.0,13002700.0,24.756396748367646
1110,PA,2016-10,3291.0,13002700.0,25.310127896513805
1111,PA,2016-11,4000.0,13002700.0,30.762841563675234
1112,PA,2016-12,3349.0,13002700.0,25.75618909918709
1113,PA,2017-01,3021.0,13002700.0,23.233636090965724
1114,PA,2017-02,2998.0,13002700.0,23.05674975197459
1115,PA,2017-03,3135.0,13002700.0,24.110377075530465
1116,PA,2017-04,2451.0,13002700.0,18.849931168142003
1117,PA,2017-05,1930.0,13002700.0,14.8430710544733
1118,PA,2017-06,2353.0,13002700.0,18.096241549831955
1119,PA,2017-07,1363.0,13002700.0,10.482438262822338
1120,PA,2017-08,2108.0,13002700.0,16.21201750405685
1121,PA,2017-09,2441.0,13002700.0,18.773024064232814
1122,PA,2017-10,1913.0,13002700.0,14.712328977827681
1123,PA,2017-11,1424.0,13002700.0,10.951571596668385
1124,PA,2017-12,1736.0,13002700.0,13.351073238635053
1125,PA,2018-01,1931.0,13002700.0,14.85076176486422
1126,PA,2018-02,1550.0,13002700.0,11.920601105924154
1127,PA,2018-03,1878.0,13002700.0,14.443154114145523
1128,PA,2018-04,1767.0,13002700.0,13.589485260753536
1129,PA,2018-05,2060.0,13002700.0,15.842863405292746
1130,PA,2018-06,1823.0,13002700.0,14.02016504264499
1131,PA,2018-07,1830.0,13002700.0,14.07400001538142
1132,PA,2018-08,1676.0,13002700.0,12.889630615179923
1133,PA,2018-09,1815.0,13002700.0,13.958639359517639
1134,PA,2018-10,2239.0,13002700.0,17.219500565267214
1135,PA,2018-11,2030.0,13002700.0,15.612142093565183
1136,PA,2018-12,1619.0,13002700.0,12.451260122897553
1137,PA,2019-01,1950.0,13002700.0,14.996885262291677
1138,PA,2019-02,1864.0,13002700.0,14.33548416867266
1139,PA,2019-03,1704.0,13002700.0,13.10497050612565
1140,PA,2019-04,1529.0,13002700.0,11.759096187714858
1141,PA,2019-05,1600.0,13002700.0,12.305136625470094
1142,PA,2019-06,1512.0,13002700.0,11.628354111069239
1143,PA,2019-07,1473.0,13002700.0,11.328416405823406
1144,PA,2019-08,1295.0,13002700.0,9.959469956239857
1145,PA,2019-09,1431.0,13002700.0,11.005406569404816
1146,PA,2019-10,2092.0,13002700.0,16.08896613780215
1147,PA,2019-11,1744.0,13002700.0,13.412598921762404
1148,PA,2019-12,1905.0,13002700.0,14.650803294700331
1163,KY,2016-05,63.0,4505836.0,1.3981867071948468
1164,KY,2016-06,68.0,4505836.0,1.5091539061785648
1165,KY,2016-07,138.0,4505836.0,3.0626946919506164
1166,KY,2016-08,126.0,4505836.0,2.7963734143896937
1167,KY,2016-09,80.0,4505836.0,1.7754751837394882
1168,KY,2016-10,121.0,4505836.0,2.6854062154059757
1169,KY,2016-11,123.0,4505836.0,2.729793094999463
1170,KY,2016-12,95.0,4505836.0,2.108376780690642
1171,KY,2017-01,53.0,4505836.0,1.1762523092274109
1172,KY,2017-02,58.0,4505836.0,1.2872195082111288
1173,KY,2017-03,100.0,4505836.0,2.21934397967436
1174,KY,2017-04,56.0,4505836.0,1.2428326286176417
1175,KY,2017-05,49.0,4505836.0,1.0874785500404365
1176,KY,2017-06,61.0,4505836.0,1.3537998276013596
1177,KY,2017-07,142.0,4505836.0,3.1514684511375917
1178,KY,2017-08,549.0,4505836.0,12.184198448412237
1179,KY,2017-09,657.0,4505836.0,14.581089946460546
1180,KY,2017-10,638.0,4505836.0,14.159414590322417
1181,KY,2017-11,328.0,4505836.0,7.279448253331902
1182,KY,2017-12,586.0,4505836.0,13.00535572089175
1183,KY,2018-01,684.0,4505836.0,15.180312820972622
1184,KY,2018-02,730.0,4505836.0,16.201211051622828
1185,KY,2018-03,718.0,4505836.0,15.934889774061906
1186,KY,2018-04,622.0,4505836.0,13.80431955357452
1187,KY,2018-05,554.0,4505836.0,12.295165647395955
1188,KY,2018-06,642.0,4505836.0,14.248188349509391
1189,KY,2018-07,626.0,4505836.0,13.893093312761495
1190,KY,2018-08,696.0,4505836.0,15.446634098533547
1191,KY,2018-09,713.0,4505836.0,15.823922575078187
1192,KY,2018-10,735.0,4505836.0,16.312178250606546
1193,KY,2018-11,673.0,4505836.0,14.936184983208443
1194,KY,2018-12,554.0,4505836.0,12.295165647395955
1195,KY,2019-01,535.0,4505836.0,11.873490291257825
1196,KY,2019-02,479.0,4505836.0,10.630657662640186
1197,KY,2019-03,459.0,4505836.0,10.186788866705314
1198,KY,2019-04,461.0,4505836.0,10.231175746298801
1199,KY,2019-05,572.0,4505836.0,12.69464756373734
1200,KY,2019-06,581.0,4505836.0,12.894388521908033
1201,KY,2019-07,549.0,4505836.0,12.184198448412237
1202,KY,2019-08,562.0,4505836.0,12.472713165769903
1203,KY,2019-09,636.0,4505836.0,14.115027710728931
1204,KY,2019-10,807.0,4505836.0,17.910105915972085
1205,KY,2019-11,689.0,4505836.0,15.291280019956341
1206,KY,2019-12,501.0,4505836.0,11.118913338168545
1221,MD,2016-05,19.0,6177224.0,0.3075815285312626
1222,MD,2016-06,491.0,6177224.0,7.94855423730789
1223,MD,2016-07,905.0,6177224.0,14.650593858989087
1224,MD,2016-08,1037.0,6177224.0,16.787476057206277
1225,MD,2016-09,988.0,6177224.0,15.994239483625654
1226,MD,2016-10,1187.0,6177224.0,19.21575128245309
1227,MD,2016-11,1421.0,6177224.0,23.003860633838112
1228,MD,2016-12,1462.0,6177224.0,23.667589195405576
1229,MD,2017-01,1259.0,6177224.0,20.38132339057156
1230,MD,2017-02,1102.0,6177224.0,17.83972865481323
1231,MD,2017-03,1286.0,6177224.0,20.818412931115983
1232,MD,2017-04,1001.0,6177224.0,16.204690003147043
1233,MD,2017-05,863.0,6177224.0,13.97067679591998
1234,MD,2017-06,1068.0,6177224.0,17.289319603757285
1235,MD,2017-07,1013.0,6177224.0,16.39895202116679
1236,MD,2017-08,1152.0,6177224.0,18.6491537298955
1237,MD,2017-09,1153.0,6177224.0,18.665342231397144
1238,MD,2017-10,578.0,6177224.0,9.35695386795104
1239,MD,2017-11,719.0,6177224.0,11.639532579683042
1240,MD,2017-12,1143.0,6177224.0,18.503457216380692
1241,MD,2018-01,1062.0,6177224.0,17.192188594747414
1242,MD,2018-02,1032.0,6177224.0,16.70653354969805
1243,MD,2018-03,1142.0,6177224.0,18.487268714879047
1244,MD,2018-04,897.0,6177224.0,14.521085846975923
1245,MD,2018-05,844.0,6177224.0,13.663095267388718
1246,MD,2018-06,799.0,6177224.0,12.934612699814675
1247,MD,2018-07,732.0,6177224.0,11.849983099204431
1248,MD,2018-08,649.0,6177224.0,10.506337474567864
1249,MD,2018-09,739.0,6177224.0,11.963302609715951
1250,MD,2018-10,1100.0,6177224.0,17.807351651809938
1251,MD,2018-11,1098.0,6177224.0,17.774974648806648
1252,MD,2018-12,913.0,6177224.0,14.78010187100225
1253,MD,2019-01,1177.0,6177224.0,19.053866267436636
1254,MD,2019-02,1184.0,6177224.0,19.167185777948152
1255,MD,2019-03,1079.0,6177224.0,17.467393120275386
1256,MD,2019-04,877.0,6177224.0,14.197315816943016
1257,MD,2019-05,1019.0,6177224.0,16.496083030176663
1258,MD,2019-06,993.0,6177224.0,16.07518199113388
1259,MD,2019-07,1122.0,6177224.0,18.16349868484614
1260,MD,2019-08,1041.0,6177224.0,16.85223006321286
1261,MD,2019-09,826.0,6177224.0,13.371702240359099
1262,MD,2019-10,1155.0,6177224.0,18.697719234400438
1263,MD,2019-11,862.0,6177224.0,13.954488294418333
