State,year_month,DayOfWeek_Friday,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,TimeOfDay_Day,TimeOfDay_Night,TimeOfDay_Noon,Severity_1.0,Severity_2.0,Severity_3.0,Severity_4.0,AccidentDuration_High,AccidentDuration_Low,AccidentDuration_Moderate,AccidentDuration_Very High,AccidentDuration_Very Low,Pressure_High,Pressure_Low,Pressure_Moderate,Temperature_High,Temperature_Low,Temperature_Moderate,Temperature_VeryHigh,Temperature_VeryLow,Temperature_VeryVeryLow,Humidity_High,Humidity_Low,Humidity_Moderate,WindSpeed_Calm,WindSpeed_FreshBreeze,WindSpeed_GentleBreeze,WindSpeed_ModerateBreeze,WindSpeed_StrongBreeze,Month,Year
OH,2016-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,2016
OH,2016-02,88.0,173.0,14.0,11.0,170.0,160.0,154.0,447.0,135.0,188.0,2.0,487.0,214.0,67.0,3.0,48.0,7.0,377.0,335.0,175.0,60.0,535.0,0.0,486.0,10.0,0.0,274.0,0.0,715.0,1.0,54.0,276.0,48.0,313.0,115.0,18.0,02,2016
OH,2016-03,148.0,126.0,23.0,12.0,255.0,200.0,156.0,475.0,170.0,275.0,0.0,607.0,217.0,96.0,3.0,48.0,21.0,501.0,347.0,131.0,10.0,779.0,0.0,681.0,188.0,0.0,51.0,0.0,716.0,29.0,175.0,293.0,64.0,372.0,177.0,14.0,03,2016
OH,2016-04,204.0,167.0,54.0,32.0,202.0,164.0,171.0,596.0,152.0,246.0,0.0,638.0,236.0,120.0,2.0,84.0,24.0,508.0,376.0,278.0,20.0,696.0,17.0,706.0,214.0,0.0,57.0,0.0,748.0,50.0,196.0,299.0,50.0,456.0,183.0,6.0,04,2016
OH,2016-05,97.0,140.0,14.0,17.0,140.0,201.0,182.0,355.0,149.0,287.0,1.0,482.0,188.0,120.0,17.0,81.0,16.0,401.0,276.0,60.0,0.0,731.0,74.0,358.0,359.0,0.0,0.0,0.0,636.0,1.0,154.0,381.0,0.0,355.0,54.0,1.0,05,2016
OH,2016-06,115.0,166.0,29.0,24.0,207.0,166.0,186.0,372.0,185.0,336.0,2.0,522.0,223.0,146.0,121.0,98.0,15.0,328.0,331.0,25.0,2.0,866.0,235.0,47.0,611.0,0.0,0.0,0.0,602.0,22.0,269.0,349.0,26.0,391.0,126.0,1.0,06,2016
OH,2016-07,182.0,182.0,31.0,23.0,195.0,193.0,145.0,419.0,172.0,360.0,0.0,578.0,265.0,108.0,145.0,168.0,49.0,308.0,281.0,51.0,2.0,898.0,434.0,4.0,513.0,0.0,0.0,0.0,837.0,2.0,112.0,488.0,2.0,403.0,57.0,1.0,07,2016
OH,2016-08,202.0,252.0,22.0,34.0,193.0,252.0,228.0,499.0,203.0,481.0,1.0,747.0,300.0,135.0,152.0,168.0,41.0,345.0,477.0,141.0,0.0,1042.0,524.0,15.0,644.0,0.0,0.0,0.0,1027.0,1.0,155.0,763.0,8.0,351.0,61.0,0.0,08,2016
OH,2016-09,300.0,143.0,29.0,27.0,247.0,211.0,246.0,586.0,212.0,405.0,0.0,770.0,344.0,89.0,127.0,118.0,45.0,321.0,592.0,107.0,0.0,1096.0,250.0,243.0,710.0,0.0,0.0,0.0,994.0,1.0,208.0,693.0,14.0,410.0,86.0,0.0,09,2016
OH,2016-10,168.0,213.0,36.0,29.0,190.0,193.0,164.0,457.0,183.0,353.0,0.0,625.0,287.0,81.0,130.0,90.0,51.0,247.0,475.0,348.0,1.0,644.0,45.0,519.0,429.0,0.0,0.0,0.0,847.0,0.0,146.0,459.0,29.0,385.0,117.0,3.0,10,2016
OH,2016-11,164.0,208.0,33.0,14.0,213.0,360.0,298.0,571.0,239.0,480.0,0.0,838.0,312.0,140.0,27.0,205.0,16.0,336.0,706.0,456.0,4.0,830.0,4.0,983.0,269.0,0.0,34.0,0.0,1107.0,3.0,180.0,567.0,20.0,553.0,150.0,0.0,11,2016
OH,2016-12,272.0,161.0,54.0,26.0,277.0,322.0,230.0,580.0,277.0,485.0,0.0,864.0,347.0,131.0,2.0,339.0,35.0,427.0,539.0,569.0,0.0,773.0,0.0,776.0,8.0,0.0,557.0,1.0,1292.0,0.0,50.0,458.0,47.0,593.0,235.0,9.0,12,2016
OH,2017-01,306.0,254.0,22.0,21.0,304.0,364.0,254.0,773.0,220.0,532.0,0.0,1003.0,397.0,125.0,2.0,261.0,31.0,445.0,786.0,236.0,20.0,1269.0,0.0,1045.0,47.0,0.0,430.0,3.0,1515.0,0.0,10.0,422.0,104.0,680.0,298.0,21.0,01,2017
OH,2017-02,230.0,204.0,24.0,13.0,249.0,229.0,237.0,533.0,278.0,375.0,1.0,797.0,275.0,113.0,0.0,117.0,35.0,381.0,653.0,299.0,14.0,873.0,0.0,756.0,154.0,0.0,276.0,0.0,974.0,1.0,211.0,330.0,70.0,525.0,255.0,6.0,02,2017
OH,2017-03,265.0,155.0,40.0,21.0,202.0,195.0,227.0,625.0,178.0,302.0,2.0,680.0,275.0,148.0,1.0,175.0,14.0,480.0,435.0,455.0,5.0,645.0,0.0,762.0,76.0,0.0,267.0,0.0,879.0,30.0,196.0,276.0,95.0,422.0,279.0,33.0,03,2017
OH,2017-04,158.0,117.0,31.0,32.0,140.0,161.0,160.0,402.0,146.0,251.0,0.0,475.0,200.0,124.0,2.0,134.0,4.0,346.0,313.0,128.0,54.0,617.0,12.0,440.0,347.0,0.0,0.0,0.0,637.0,18.0,144.0,217.0,70.0,343.0,160.0,9.0,04,2017
OH,2017-05,156.0,171.0,18.0,27.0,139.0,169.0,140.0,416.0,127.0,277.0,0.0,491.0,224.0,105.0,2.0,201.0,9.0,361.0,247.0,4.0,79.0,737.0,52.0,442.0,326.0,0.0,0.0,0.0,689.0,7.0,124.0,267.0,55.0,323.0,151.0,24.0,05,2017
OH,2017-06,264.0,111.0,24.0,24.0,171.0,150.0,174.0,426.0,152.0,340.0,0.0,514.0,255.0,149.0,1.0,195.0,7.0,363.0,352.0,0.0,0.0,918.0,160.0,107.0,651.0,0.0,0.0,0.0,694.0,28.0,196.0,378.0,17.0,418.0,105.0,0.0,06,2017
OH,2017-07,149.0,128.0,37.0,29.0,152.0,101.0,116.0,338.0,121.0,253.0,0.0,395.0,209.0,108.0,6.0,111.0,6.0,282.0,307.0,13.0,0.0,699.0,195.0,5.0,512.0,0.0,0.0,0.0,678.0,0.0,34.0,389.0,5.0,243.0,73.0,2.0,07,2017
OH,2017-08,214.0,210.0,32.0,29.0,268.0,310.0,233.0,762.0,186.0,348.0,0.0,731.0,439.0,126.0,4.0,197.0,92.0,388.0,615.0,87.0,1.0,1208.0,179.0,74.0,1043.0,0.0,0.0,0.0,1162.0,0.0,134.0,780.0,4.0,429.0,82.0,1.0,08,2017
OH,2017-09,349.0,186.0,53.0,36.0,286.0,266.0,294.0,841.0,221.0,408.0,0.0,922.0,447.0,101.0,1.0,256.0,52.0,370.0,791.0,123.0,2.0,1345.0,162.0,393.0,915.0,0.0,0.0,0.0,1341.0,0.0,129.0,1011.0,10.0,387.0,61.0,1.0,09,2017
OH,2017-10,233.0,331.0,34.0,39.0,310.0,281.0,283.0,774.0,244.0,493.0,0.0,890.0,468.0,153.0,15.0,224.0,23.0,510.0,739.0,733.0,5.0,773.0,34.0,597.0,877.0,0.0,3.0,0.0,1270.0,4.0,237.0,874.0,10.0,516.0,111.0,0.0,10,2017
OH,2017-11,119.0,191.0,24.0,23.0,188.0,190.0,220.0,398.0,221.0,336.0,0.0,486.0,308.0,161.0,5.0,78.0,9.0,461.0,402.0,277.0,12.0,666.0,0.0,850.0,40.0,0.0,65.0,0.0,750.0,18.0,187.0,338.0,18.0,454.0,141.0,4.0,11,2017
OH,2017-12,340.0,176.0,41.0,19.0,249.0,264.0,266.0,624.0,283.0,448.0,0.0,646.0,575.0,134.0,4.0,194.0,30.0,384.0,743.0,260.0,16.0,1079.0,0.0,744.0,3.0,0.0,606.0,2.0,1241.0,2.0,112.0,498.0,60.0,558.0,226.0,13.0,12,2017
OH,2018-01,248.0,293.0,32.0,27.0,236.0,286.0,367.0,744.0,283.0,462.0,0.0,756.0,623.0,110.0,5.0,237.0,37.0,400.0,810.0,813.0,0.0,676.0,0.0,757.0,2.0,0.0,717.0,13.0,1406.0,6.0,77.0,461.0,94.0,622.0,297.0,15.0,01,2018
OH,2018-02,259.0,195.0,29.0,22.0,225.0,253.0,280.0,699.0,234.0,330.0,1.0,608.0,538.0,116.0,8.0,211.0,19.0,315.0,710.0,771.0,0.0,492.0,0.0,622.0,94.0,0.0,547.0,0.0,1199.0,13.0,51.0,500.0,48.0,542.0,169.0,4.0,02,2018
OH,2018-03,284.0,163.0,32.0,24.0,257.0,233.0,229.0,622.0,211.0,389.0,0.0,583.0,529.0,110.0,16.0,166.0,44.0,310.0,686.0,231.0,5.0,986.0,0.0,929.0,13.0,0.0,280.0,0.0,1021.0,33.0,168.0,318.0,85.0,539.0,273.0,7.0,03,2018
OH,2018-04,172.0,212.0,25.0,41.0,220.0,247.0,223.0,705.0,156.0,279.0,0.0,589.0,473.0,78.0,18.0,201.0,13.0,208.0,700.0,238.0,1.0,901.0,10.0,929.0,118.0,0.0,83.0,0.0,943.0,33.0,164.0,422.0,74.0,438.0,178.0,28.0,04,2018
OH,2018-05,205.0,175.0,39.0,24.0,284.0,224.0,236.0,714.0,203.0,270.0,1.0,619.0,428.0,139.0,2.0,145.0,5.0,365.0,670.0,85.0,0.0,1102.0,169.0,235.0,783.0,0.0,0.0,0.0,996.0,26.0,165.0,578.0,10.0,450.0,141.0,8.0,05,2018
OH,2018-06,317.0,199.0,55.0,52.0,278.0,210.0,206.0,654.0,309.0,354.0,1.0,759.0,370.0,187.0,13.0,202.0,15.0,517.0,570.0,2.0,0.0,1315.0,206.0,123.0,988.0,0.0,0.0,0.0,1188.0,8.0,121.0,690.0,7.0,532.0,88.0,0.0,06,2018
OH,2018-07,201.0,251.0,51.0,48.0,210.0,263.0,151.0,623.0,208.0,344.0,1.0,690.0,376.0,108.0,11.0,208.0,12.0,339.0,605.0,177.0,0.0,998.0,332.0,14.0,829.0,0.0,0.0,0.0,967.0,5.0,203.0,673.0,4.0,433.0,65.0,0.0,07,2018
OH,2018-08,222.0,131.0,7.0,13.0,225.0,212.0,251.0,649.0,182.0,230.0,0.0,567.0,474.0,20.0,0.0,199.0,2.0,60.0,800.0,10.0,0.0,1051.0,224.0,41.0,796.0,0.0,0.0,0.0,1028.0,0.0,33.0,580.0,15.0,368.0,96.0,2.0,08,2018
OH,2018-09,297.0,310.0,63.0,40.0,290.0,340.0,278.0,865.0,295.0,458.0,0.0,1027.0,438.0,153.0,16.0,247.0,4.0,370.0,981.0,221.0,0.0,1397.0,267.0,145.0,1206.0,0.0,0.0,0.0,1549.0,0.0,69.0,962.0,11.0,559.0,78.0,8.0,09,2018
OH,2018-10,413.0,542.0,44.0,60.0,334.0,509.0,557.0,1145.0,452.0,862.0,2.0,1579.0,622.0,256.0,9.0,131.0,5.0,536.0,1778.0,683.0,0.0,1776.0,148.0,1608.0,689.0,0.0,14.0,0.0,2091.0,0.0,368.0,1125.0,52.0,948.0,322.0,12.0,10,2018
OH,2018-11,489.0,419.0,78.0,70.0,297.0,454.0,356.0,969.0,512.0,682.0,0.0,1477.0,527.0,159.0,5.0,266.0,6.0,486.0,1400.0,552.0,30.0,1581.0,0.0,1848.0,6.0,0.0,309.0,0.0,2112.0,0.0,51.0,871.0,99.0,874.0,283.0,36.0,11,2018
OH,2018-12,287.0,322.0,88.0,54.0,262.0,237.0,303.0,674.0,376.0,503.0,0.0,1034.0,325.0,194.0,8.0,251.0,28.0,509.0,757.0,536.0,80.0,937.0,0.0,1177.0,15.0,0.0,361.0,0.0,1505.0,0.0,48.0,721.0,22.0,611.0,196.0,3.0,12,2018
OH,2019-01,219.0,284.0,72.0,56.0,316.0,302.0,289.0,971.0,283.0,284.0,1.0,993.0,411.0,133.0,3.0,433.0,10.0,239.0,853.0,685.0,0.0,853.0,0.0,695.0,4.0,0.0,773.0,66.0,1500.0,0.0,38.0,500.0,93.0,664.0,255.0,26.0,01,2019
OH,2019-02,228.0,162.0,17.0,36.0,154.0,192.0,194.0,643.0,145.0,195.0,0.0,613.0,347.0,23.0,3.0,230.0,9.0,8.0,733.0,368.0,2.0,613.0,0.0,575.0,4.0,0.0,404.0,0.0,950.0,0.0,33.0,462.0,56.0,325.0,119.0,21.0,02,2019
OH,2019-03,181.0,190.0,28.0,31.0,153.0,193.0,171.0,600.0,137.0,210.0,0.0,611.0,269.0,67.0,130.0,182.0,169.0,179.0,287.0,489.0,1.0,457.0,0.0,580.0,26.0,0.0,341.0,0.0,795.0,20.0,132.0,366.0,32.0,381.0,167.0,1.0,03,2019
OH,2019-04,216.0,239.0,21.0,25.0,167.0,217.0,176.0,633.0,158.0,270.0,0.0,636.0,378.0,47.0,167.0,127.0,375.0,234.0,158.0,0.0,935.0,126.0,10.0,742.0,275.0,0.0,34.0,0.0,875.0,27.0,159.0,462.0,56.0,247.0,276.0,20.0,04,2019
OH,2019-05,158.0,147.0,24.0,12.0,222.0,182.0,197.0,541.0,143.0,258.0,0.0,543.0,342.0,57.0,135.0,107.0,304.0,248.0,148.0,0.0,860.0,82.0,63.0,353.0,526.0,0.0,0.0,0.0,819.0,1.0,122.0,447.0,29.0,295.0,166.0,5.0,05,2019
OH,2019-06,147.0,156.0,31.0,25.0,129.0,165.0,118.0,453.0,145.0,173.0,0.0,470.0,247.0,54.0,153.0,119.0,216.0,175.0,108.0,0.0,720.0,51.0,83.0,77.0,611.0,0.0,0.0,0.0,680.0,5.0,86.0,451.0,10.0,201.0,108.0,1.0,06,2019
OH,2019-07,130.0,214.0,12.0,11.0,132.0,224.0,218.0,434.0,208.0,299.0,0.0,555.0,341.0,45.0,183.0,123.0,302.0,219.0,114.0,0.0,876.0,65.0,364.0,20.0,557.0,0.0,0.0,0.0,754.0,1.0,186.0,591.0,8.0,266.0,76.0,0.0,07,2019
OH,2019-08,187.0,179.0,13.0,8.0,214.0,245.0,200.0,585.0,179.0,282.0,0.0,618.0,401.0,27.0,212.0,109.0,344.0,271.0,110.0,0.0,1004.0,42.0,249.0,14.0,783.0,0.0,0.0,0.0,904.0,0.0,142.0,611.0,1.0,325.0,108.0,1.0,08,2019
OH,2019-09,180.0,222.0,17.0,14.0,171.0,221.0,210.0,629.0,132.0,274.0,0.0,662.0,353.0,20.0,216.0,95.0,436.0,215.0,73.0,0.0,898.0,137.0,220.0,131.0,684.0,0.0,0.0,0.0,799.0,36.0,200.0,647.0,12.0,268.0,108.0,0.0,09,2019
OH,2019-10,213.0,220.0,35.0,12.0,303.0,279.0,304.0,813.0,215.0,338.0,0.0,881.0,452.0,33.0,292.0,162.0,480.0,341.0,91.0,0.0,1225.0,141.0,71.0,916.0,379.0,0.0,0.0,0.0,1141.0,13.0,212.0,759.0,34.0,342.0,215.0,16.0,10,2019
OH,2019-11,265.0,204.0,18.0,24.0,207.0,341.0,246.0,591.0,343.0,371.0,0.0,828.0,432.0,45.0,277.0,159.0,394.0,306.0,169.0,0.0,1061.0,244.0,0.0,1067.0,1.0,0.0,237.0,0.0,1219.0,0.0,86.0,609.0,53.0,365.0,259.0,19.0,11,2019
OH,2019-12,216.0,343.0,19.0,38.0,197.0,262.0,222.0,552.0,312.0,433.0,0.0,932.0,355.0,10.0,297.0,102.0,504.0,287.0,107.0,0.0,1108.0,189.0,0.0,956.0,7.0,0.0,334.0,0.0,1263.0,0.0,34.0,434.0,48.0,478.0,319.0,18.0,12,2019
WV,2016-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,2016
WV,2016-02,4.0,3.0,0.0,4.0,8.0,9.0,4.0,13.0,5.0,14.0,0.0,23.0,8.0,1.0,0.0,1.0,0.0,30.0,1.0,4.0,5.0,23.0,0.0,20.0,3.0,0.0,9.0,0.0,25.0,1.0,6.0,12.0,1.0,13.0,6.0,0.0,02,2016
WV,2016-03,2.0,3.0,2.0,6.0,5.0,10.0,6.0,12.0,11.0,11.0,0.0,12.0,6.0,16.0,0.0,0.0,0.0,34.0,0.0,9.0,4.0,21.0,0.0,16.0,15.0,0.0,3.0,0.0,20.0,6.0,8.0,13.0,0.0,17.0,4.0,0.0,03,2016
WV,2016-04,7.0,7.0,0.0,5.0,9.0,1.0,3.0,15.0,8.0,9.0,0.0,18.0,6.0,8.0,0.0,0.0,0.0,32.0,0.0,8.0,1.0,23.0,0.0,7.0,23.0,0.0,2.0,0.0,18.0,1.0,13.0,7.0,2.0,21.0,2.0,0.0,04,2016
WV,2016-05,1.0,1.0,1.0,1.0,4.0,3.0,2.0,6.0,2.0,5.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,12.0,3.0,5.0,5.0,0.0,0.0,0.0,11.0,0.0,2.0,9.0,0.0,4.0,0.0,0.0,05,2016
WV,2016-06,1.0,0.0,1.0,2.0,24.0,9.0,4.0,17.0,6.0,18.0,0.0,33.0,4.0,4.0,0.0,0.0,0.0,40.0,1.0,1.0,2.0,38.0,8.0,3.0,30.0,0.0,0.0,0.0,33.0,0.0,8.0,27.0,0.0,13.0,1.0,0.0,06,2016
WV,2016-07,8.0,18.0,2.0,1.0,17.0,23.0,12.0,8.0,27.0,46.0,0.0,59.0,14.0,8.0,0.0,0.0,0.0,78.0,3.0,2.0,2.0,77.0,33.0,2.0,46.0,0.0,0.0,0.0,67.0,2.0,12.0,53.0,0.0,27.0,1.0,0.0,07,2016
WV,2016-08,7.0,6.0,2.0,2.0,8.0,7.0,4.0,11.0,12.0,13.0,0.0,24.0,5.0,7.0,0.0,0.0,1.0,32.0,3.0,0.0,1.0,35.0,16.0,4.0,16.0,0.0,0.0,0.0,35.0,1.0,0.0,26.0,0.0,10.0,0.0,0.0,08,2016
WV,2016-09,6.0,0.0,1.0,1.0,13.0,6.0,1.0,9.0,9.0,10.0,0.0,20.0,6.0,2.0,0.0,1.0,1.0,26.0,0.0,2.0,4.0,22.0,5.0,6.0,17.0,0.0,0.0,0.0,25.0,1.0,2.0,16.0,0.0,11.0,1.0,0.0,09,2016
WV,2016-10,7.0,5.0,2.0,3.0,4.0,4.0,7.0,8.0,7.0,17.0,0.0,23.0,6.0,3.0,0.0,0.0,0.0,31.0,1.0,12.0,1.0,19.0,2.0,17.0,13.0,0.0,0.0,0.0,22.0,0.0,10.0,16.0,1.0,13.0,2.0,0.0,10,2016
WV,2016-11,5.0,10.0,0.0,7.0,7.0,19.0,13.0,21.0,24.0,16.0,0.0,44.0,6.0,11.0,1.0,3.0,0.0,56.0,1.0,15.0,2.0,44.0,1.0,51.0,8.0,0.0,1.0,0.0,44.0,1.0,16.0,31.0,0.0,30.0,0.0,0.0,11,2016
WV,2016-12,7.0,0.0,1.0,4.0,16.0,4.0,7.0,17.0,9.0,13.0,0.0,28.0,4.0,7.0,0.0,1.0,0.0,36.0,2.0,16.0,1.0,22.0,0.0,25.0,0.0,0.0,14.0,0.0,30.0,0.0,9.0,20.0,1.0,11.0,7.0,0.0,12,2016
WV,2017-01,13.0,13.0,0.0,1.0,19.0,4.0,3.0,22.0,8.0,23.0,0.0,30.0,9.0,14.0,0.0,0.0,2.0,46.0,5.0,9.0,4.0,40.0,0.0,21.0,5.0,0.0,27.0,0.0,52.0,0.0,1.0,33.0,0.0,16.0,4.0,0.0,01,2017
WV,2017-02,14.0,6.0,3.0,3.0,14.0,14.0,8.0,30.0,11.0,21.0,0.0,37.0,7.0,18.0,0.0,0.0,0.0,61.0,1.0,19.0,2.0,41.0,0.0,41.0,8.0,0.0,13.0,0.0,48.0,1.0,13.0,35.0,4.0,17.0,6.0,0.0,02,2017
WV,2017-03,29.0,8.0,0.0,2.0,9.0,13.0,11.0,32.0,18.0,22.0,0.0,54.0,4.0,14.0,0.0,0.0,0.0,70.0,2.0,27.0,1.0,44.0,0.0,49.0,9.0,0.0,14.0,0.0,59.0,0.0,13.0,36.0,0.0,32.0,4.0,0.0,03,2017
WV,2017-04,18.0,10.0,2.0,0.0,5.0,8.0,8.0,21.0,14.0,16.0,0.0,33.0,3.0,15.0,0.0,0.0,0.0,49.0,2.0,8.0,2.0,41.0,1.0,21.0,29.0,0.0,0.0,0.0,40.0,3.0,8.0,18.0,0.0,29.0,4.0,0.0,04,2017
WV,2017-05,4.0,11.0,1.0,2.0,5.0,12.0,3.0,12.0,15.0,11.0,0.0,19.0,7.0,12.0,0.0,1.0,0.0,34.0,3.0,0.0,1.0,37.0,4.0,10.0,24.0,0.0,0.0,0.0,32.0,0.0,6.0,22.0,0.0,15.0,1.0,0.0,05,2017
WV,2017-06,21.0,17.0,3.0,3.0,16.0,15.0,10.0,32.0,15.0,38.0,0.0,44.0,17.0,24.0,0.0,1.0,0.0,79.0,5.0,4.0,0.0,81.0,13.0,5.0,67.0,0.0,0.0,0.0,69.0,2.0,14.0,52.0,0.0,30.0,3.0,0.0,06,2017
WV,2017-07,14.0,18.0,10.0,12.0,15.0,8.0,17.0,23.0,28.0,43.0,0.0,52.0,18.0,24.0,0.0,0.0,0.0,88.0,6.0,2.0,1.0,91.0,31.0,2.0,61.0,0.0,0.0,0.0,82.0,0.0,12.0,60.0,0.0,32.0,2.0,0.0,07,2017
WV,2017-08,9.0,17.0,6.0,0.0,2.0,7.0,7.0,24.0,14.0,10.0,0.0,28.0,7.0,13.0,0.0,0.0,0.0,45.0,3.0,1.0,2.0,45.0,3.0,2.0,43.0,0.0,0.0,0.0,45.0,0.0,3.0,29.0,0.0,17.0,2.0,0.0,08,2017
WV,2017-09,9.0,11.0,6.0,10.0,3.0,10.0,3.0,15.0,21.0,16.0,1.0,19.0,19.0,13.0,0.0,1.0,4.0,36.0,11.0,4.0,3.0,45.0,7.0,12.0,33.0,0.0,0.0,0.0,44.0,0.0,8.0,33.0,0.0,17.0,2.0,0.0,09,2017
WV,2017-10,5.0,3.0,5.0,23.0,4.0,5.0,7.0,8.0,26.0,18.0,0.0,20.0,24.0,8.0,0.0,2.0,1.0,27.0,22.0,13.0,1.0,38.0,5.0,14.0,33.0,0.0,0.0,0.0,42.0,2.0,8.0,32.0,0.0,19.0,1.0,0.0,10,2017
WV,2017-11,2.0,4.0,5.0,9.0,8.0,13.0,11.0,8.0,23.0,21.0,0.0,25.0,6.0,21.0,0.0,0.0,0.0,45.0,7.0,14.0,3.0,35.0,0.0,44.0,5.0,0.0,3.0,0.0,34.0,3.0,15.0,18.0,0.0,26.0,8.0,0.0,11,2017
WV,2017-12,10.0,7.0,7.0,5.0,4.0,3.0,5.0,11.0,18.0,12.0,0.0,24.0,10.0,7.0,1.0,0.0,0.0,31.0,9.0,12.0,3.0,26.0,0.0,24.0,1.0,0.0,16.0,0.0,31.0,1.0,9.0,20.0,0.0,20.0,1.0,0.0,12,2017
WV,2018-01,3.0,4.0,3.0,1.0,7.0,24.0,3.0,18.0,13.0,14.0,0.0,27.0,8.0,10.0,0.0,0.0,0.0,37.0,8.0,30.0,4.0,11.0,0.0,18.0,0.0,0.0,26.0,1.0,43.0,0.0,2.0,23.0,1.0,17.0,4.0,0.0,01,2018
WV,2018-02,8.0,2.0,3.0,5.0,9.0,3.0,10.0,17.0,7.0,16.0,0.0,19.0,11.0,10.0,0.0,1.0,0.0,29.0,10.0,20.0,1.0,19.0,0.0,27.0,4.0,0.0,9.0,0.0,34.0,0.0,6.0,23.0,2.0,13.0,2.0,0.0,02,2018
WV,2018-03,11.0,3.0,4.0,3.0,13.0,1.0,5.0,17.0,12.0,11.0,0.0,27.0,11.0,2.0,2.0,2.0,4.0,26.0,6.0,5.0,0.0,35.0,0.0,32.0,5.0,0.0,3.0,0.0,32.0,2.0,6.0,20.0,0.0,16.0,4.0,0.0,03,2018
WV,2018-04,11.0,16.0,3.0,3.0,10.0,14.0,5.0,26.0,12.0,24.0,0.0,39.0,15.0,8.0,0.0,1.0,3.0,47.0,11.0,11.0,2.0,49.0,0.0,45.0,16.0,0.0,1.0,0.0,47.0,3.0,12.0,31.0,3.0,21.0,7.0,0.0,04,2018
WV,2018-05,9.0,9.0,2.0,3.0,17.0,9.0,11.0,29.0,14.0,17.0,0.0,46.0,8.0,6.0,0.0,3.0,1.0,50.0,6.0,2.0,1.0,57.0,8.0,1.0,51.0,0.0,0.0,0.0,52.0,1.0,7.0,37.0,0.0,17.0,6.0,0.0,05,2018
WV,2018-06,4.0,6.0,9.0,6.0,4.0,2.0,6.0,5.0,22.0,10.0,0.0,12.0,16.0,9.0,0.0,1.0,1.0,22.0,13.0,2.0,1.0,34.0,8.0,3.0,26.0,0.0,0.0,0.0,34.0,0.0,3.0,20.0,0.0,16.0,1.0,0.0,06,2018
WV,2018-07,5.0,6.0,6.0,16.0,4.0,5.0,4.0,4.0,28.0,14.0,0.0,15.0,17.0,14.0,0.0,0.0,3.0,12.0,31.0,5.0,0.0,41.0,8.0,1.0,37.0,0.0,0.0,0.0,39.0,0.0,7.0,37.0,0.0,8.0,1.0,0.0,07,2018
WV,2018-08,5.0,3.0,0.0,0.0,3.0,2.0,1.0,4.0,6.0,4.0,0.0,5.0,7.0,2.0,1.0,2.0,3.0,0.0,8.0,2.0,1.0,11.0,3.0,1.0,10.0,0.0,0.0,0.0,13.0,0.0,1.0,11.0,0.0,2.0,1.0,0.0,08,2018
WV,2018-09,4.0,7.0,6.0,10.0,8.0,11.0,12.0,17.0,27.0,14.0,0.0,29.0,19.0,10.0,0.0,2.0,3.0,4.0,49.0,11.0,1.0,46.0,16.0,4.0,38.0,0.0,0.0,0.0,57.0,0.0,1.0,40.0,0.0,16.0,2.0,0.0,09,2018
WV,2018-10,21.0,10.0,6.0,10.0,6.0,15.0,22.0,37.0,20.0,33.0,0.0,45.0,30.0,15.0,0.0,2.0,1.0,1.0,86.0,28.0,3.0,59.0,6.0,59.0,25.0,0.0,0.0,0.0,81.0,0.0,9.0,53.0,0.0,34.0,3.0,0.0,10,2018
WV,2018-11,35.0,18.0,5.0,3.0,23.0,9.0,12.0,51.0,25.0,29.0,0.0,64.0,36.0,5.0,1.0,7.0,1.0,2.0,94.0,28.0,5.0,72.0,0.0,94.0,8.0,0.0,3.0,0.0,100.0,0.0,5.0,47.0,2.0,41.0,15.0,0.0,11,2018
WV,2018-12,23.0,11.0,5.0,2.0,14.0,10.0,10.0,28.0,23.0,24.0,0.0,52.0,14.0,9.0,0.0,5.0,0.0,2.0,68.0,26.0,13.0,36.0,0.0,68.0,0.0,0.0,7.0,0.0,68.0,0.0,7.0,47.0,0.0,26.0,2.0,0.0,12,2018
WV,2019-01,8.0,2.0,6.0,1.0,17.0,8.0,9.0,14.0,12.0,25.0,0.0,20.0,14.0,17.0,0.0,0.0,0.0,1.0,50.0,22.0,0.0,29.0,0.0,32.0,4.0,0.0,14.0,1.0,43.0,0.0,8.0,28.0,2.0,19.0,2.0,0.0,01,2019
WV,2019-02,25.0,7.0,1.0,5.0,9.0,15.0,10.0,14.0,30.0,28.0,0.0,52.0,11.0,9.0,0.0,1.0,1.0,0.0,70.0,33.0,3.0,36.0,0.0,38.0,12.0,0.0,22.0,0.0,63.0,5.0,4.0,31.0,0.0,33.0,8.0,0.0,02,2019
