State,year_month,DayOfWeek_Friday,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,TimeOfDay_Day,TimeOfDay_Night,TimeOfDay_Noon,Severity_1.0,Severity_2.0,Severity_3.0,Severity_4.0,AccidentDuration_High,AccidentDuration_Low,AccidentDuration_Moderate,AccidentDuration_Very High,AccidentDuration_Very Low,Pressure_High,Pressure_Low,Pressure_Moderate,Temperature_High,Temperature_Low,Temperature_Moderate,Temperature_VeryHigh,Temperature_VeryLow,Temperature_VeryVeryLow,Humidity_High,Humidity_Low,Humidity_Moderate,WindSpeed_Calm,WindSpeed_FreshBreeze,WindSpeed_GentleBreeze,WindSpeed_ModerateBreeze,WindSpeed_StrongBreeze,Month,Year
MD,2017-11,74.0,145.0,34.0,40.0,136.0,132.0,158.0,247.0,227.0,245.0,0.0,339.0,267.0,113.0,2.0,57.0,64.0,381.0,215.0,236.0,3.0,480.0,0.0,631.0,73.0,0.0,15.0,0.0,488.0,11.0,220.0,279.0,11.0,395.0,34.0,0.0,11,2017
MD,2017-12,240.0,163.0,56.0,34.0,207.0,220.0,223.0,364.0,309.0,470.0,0.0,502.0,523.0,118.0,1.0,85.0,106.0,452.0,499.0,365.0,1.0,777.0,0.0,861.0,35.0,0.0,247.0,0.0,694.0,25.0,424.0,419.0,14.0,638.0,72.0,0.0,12,2017
MD,2018-01,173.0,167.0,20.0,26.0,174.0,239.0,263.0,391.0,326.0,345.0,0.0,509.0,436.0,117.0,1.0,76.0,84.0,474.0,427.0,537.0,6.0,519.0,0.0,533.0,89.0,0.0,440.0,0.0,748.0,21.0,293.0,267.0,35.0,642.0,106.0,12.0,01,2018
MD,2018-02,229.0,181.0,20.0,37.0,173.0,198.0,194.0,409.0,240.0,383.0,0.0,468.0,447.0,117.0,3.0,56.0,65.0,420.0,488.0,718.0,0.0,314.0,6.0,740.0,164.0,0.0,122.0,0.0,877.0,12.0,143.0,409.0,17.0,543.0,61.0,2.0,02,2018
MD,2018-03,222.0,187.0,33.0,28.0,191.0,290.0,191.0,464.0,275.0,403.0,0.0,438.0,589.0,115.0,2.0,129.0,137.0,343.0,531.0,94.0,2.0,1046.0,0.0,975.0,75.0,0.0,92.0,0.0,770.0,51.0,321.0,331.0,41.0,594.0,159.0,17.0,03,2018
MD,2018-04,170.0,197.0,26.0,20.0,154.0,152.0,178.0,367.0,213.0,317.0,0.0,386.0,430.0,81.0,12.0,165.0,61.0,239.0,420.0,190.0,22.0,685.0,22.0,657.0,217.0,0.0,1.0,0.0,493.0,107.0,297.0,292.0,30.0,473.0,95.0,7.0,04,2018
MD,2018-05,141.0,116.0,33.0,32.0,151.0,185.0,186.0,440.0,148.0,256.0,1.0,426.0,316.0,101.0,3.0,71.0,15.0,274.0,481.0,67.0,0.0,777.0,144.0,105.0,595.0,0.0,0.0,0.0,650.0,61.0,133.0,393.0,4.0,404.0,43.0,0.0,05,2018
MD,2018-06,140.0,136.0,51.0,46.0,156.0,125.0,145.0,436.0,146.0,217.0,0.0,374.0,339.0,86.0,5.0,110.0,30.0,220.0,434.0,55.0,0.0,744.0,135.0,102.0,562.0,0.0,0.0,0.0,717.0,5.0,77.0,385.0,3.0,390.0,21.0,0.0,06,2018
MD,2018-07,119.0,184.0,26.0,33.0,118.0,164.0,88.0,376.0,119.0,237.0,1.0,296.0,371.0,64.0,2.0,56.0,24.0,113.0,537.0,105.0,1.0,626.0,315.0,19.0,398.0,0.0,0.0,0.0,580.0,7.0,145.0,358.0,1.0,361.0,11.0,1.0,07,2018
MD,2018-08,149.0,72.0,17.0,30.0,133.0,116.0,132.0,382.0,122.0,145.0,0.0,285.0,338.0,26.0,5.0,47.0,18.0,0.0,579.0,48.0,0.0,601.0,257.0,27.0,365.0,0.0,0.0,0.0,597.0,0.0,52.0,390.0,0.0,252.0,7.0,0.0,08,2018
MD,2018-09,88.0,151.0,60.0,48.0,109.0,163.0,120.0,465.0,159.0,115.0,0.0,345.0,285.0,109.0,3.0,18.0,11.0,8.0,699.0,257.0,0.0,482.0,98.0,57.0,584.0,0.0,0.0,0.0,724.0,0.0,15.0,429.0,0.0,296.0,14.0,0.0,09,2018
MD,2018-10,161.0,213.0,64.0,58.0,143.0,226.0,235.0,603.0,260.0,237.0,0.0,492.0,456.0,152.0,0.0,26.0,14.0,19.0,1041.0,325.0,3.0,772.0,58.0,566.0,473.0,0.0,3.0,0.0,979.0,4.0,117.0,524.0,7.0,535.0,34.0,0.0,10,2018
MD,2018-11,165.0,175.0,60.0,93.0,191.0,215.0,199.0,590.0,212.0,296.0,0.0,456.0,505.0,137.0,1.0,62.0,14.0,8.0,1013.0,399.0,7.0,692.0,0.0,941.0,113.0,0.0,44.0,0.0,926.0,2.0,170.0,440.0,29.0,539.0,86.0,4.0,11,2018
MD,2018-12,151.0,185.0,104.0,76.0,100.0,127.0,170.0,429.0,254.0,230.0,1.0,407.0,381.0,124.0,4.0,114.0,42.0,2.0,751.0,299.0,46.0,568.0,0.0,728.0,73.0,0.0,112.0,0.0,815.0,0.0,98.0,370.0,5.0,499.0,37.0,2.0,12,2018
MD,2019-01,186.0,181.0,66.0,105.0,179.0,243.0,217.0,622.0,256.0,299.0,0.0,518.0,495.0,164.0,5.0,105.0,18.0,9.0,1040.0,405.0,30.0,742.0,2.0,735.0,93.0,0.0,347.0,0.0,939.0,24.0,214.0,403.0,37.0,643.0,89.0,5.0,01,2019
MD,2019-02,187.0,205.0,70.0,55.0,186.0,212.0,269.0,596.0,268.0,320.0,0.0,615.0,419.0,150.0,1.0,163.0,10.0,9.0,1001.0,543.0,0.0,641.0,0.0,935.0,51.0,0.0,198.0,0.0,895.0,70.0,219.0,448.0,21.0,632.0,74.0,9.0,02,2019
MD,2019-03,227.0,142.0,50.0,47.0,183.0,208.0,222.0,567.0,266.0,246.0,1.0,684.0,293.0,101.0,104.0,159.0,109.0,121.0,586.0,581.0,2.0,496.0,0.0,801.0,124.0,0.0,154.0,0.0,672.0,124.0,283.0,312.0,15.0,665.0,83.0,4.0,03,2019
MD,2019-04,129.0,189.0,71.0,50.0,130.0,173.0,135.0,465.0,192.0,220.0,0.0,458.0,317.0,102.0,112.0,103.0,122.0,147.0,393.0,94.0,138.0,645.0,9.0,424.0,442.0,0.0,2.0,0.0,612.0,65.0,200.0,403.0,19.0,365.0,85.0,5.0,04,2019
MD,2019-05,209.0,142.0,56.0,75.0,182.0,140.0,215.0,526.0,198.0,295.0,0.0,565.0,358.0,96.0,127.0,140.0,123.0,192.0,437.0,54.0,138.0,827.0,172.0,231.0,616.0,0.0,0.0,0.0,837.0,6.0,176.0,537.0,2.0,392.0,88.0,0.0,05,2019
MD,2019-06,175.0,222.0,67.0,68.0,179.0,144.0,138.0,471.0,232.0,290.0,0.0,527.0,360.0,106.0,134.0,108.0,121.0,215.0,415.0,1.0,151.0,841.0,300.0,71.0,622.0,0.0,0.0,0.0,753.0,15.0,225.0,530.0,10.0,373.0,79.0,1.0,06,2019
MD,2019-07,172.0,226.0,41.0,64.0,179.0,207.0,233.0,504.0,297.0,321.0,3.0,697.0,301.0,121.0,161.0,116.0,224.0,177.0,444.0,24.0,121.0,977.0,584.0,68.0,470.0,0.0,0.0,0.0,913.0,2.0,207.0,695.0,2.0,395.0,29.0,1.0,07,2019
MD,2019-08,189.0,162.0,45.0,63.0,224.0,151.0,207.0,452.0,255.0,334.0,1.0,641.0,324.0,75.0,113.0,175.0,151.0,174.0,428.0,1.0,143.0,897.0,433.0,60.0,548.0,0.0,0.0,0.0,855.0,0.0,186.0,634.0,1.0,380.0,26.0,0.0,08,2019
MD,2019-09,152.0,161.0,58.0,62.0,102.0,157.0,134.0,449.0,111.0,266.0,1.0,459.0,277.0,89.0,119.0,115.0,112.0,207.0,273.0,104.0,56.0,666.0,199.0,70.0,557.0,0.0,0.0,0.0,643.0,8.0,175.0,469.0,0.0,309.0,48.0,0.0,09,2019
MD,2019-10,187.0,159.0,69.0,84.0,207.0,236.0,213.0,534.0,252.0,369.0,0.0,641.0,384.0,130.0,192.0,124.0,202.0,282.0,355.0,125.0,135.0,895.0,33.0,499.0,623.0,0.0,0.0,0.0,940.0,16.0,199.0,621.0,17.0,425.0,91.0,1.0,10,2019
MD,2019-11,206.0,144.0,41.0,40.0,119.0,147.0,165.0,365.0,205.0,292.0,0.0,516.0,307.0,39.0,151.0,154.0,155.0,211.0,191.0,184.0,84.0,594.0,0.0,756.0,47.0,0.0,59.0,0.0,618.0,7.0,237.0,460.0,8.0,328.0,65.0,1.0,11,2019
MD,2019-12,193.0,286.0,74.0,53.0,146.0,191.0,169.0,518.0,248.0,346.0,1.0,626.0,345.0,140.0,157.0,138.0,180.0,228.0,409.0,231.0,173.0,708.0,0.0,988.0,20.0,0.0,104.0,0.0,930.0,0.0,182.0,679.0,7.0,342.0,84.0,0.0,12,2019
VA,2016-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,2016
VA,2016-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
VA,2016-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
VA,2016-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2016
VA,2016-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05,2016
VA,2016-06,64.0,35.0,5.0,8.0,71.0,90.0,106.0,140.0,84.0,155.0,2.0,240.0,97.0,40.0,1.0,41.0,7.0,302.0,28.0,3.0,0.0,376.0,150.0,3.0,226.0,0.0,0.0,0.0,321.0,0.0,58.0,195.0,8.0,158.0,17.0,1.0,06,2016
VA,2016-07,102.0,69.0,21.0,28.0,106.0,148.0,97.0,317.0,104.0,150.0,0.0,302.0,194.0,75.0,47.0,88.0,25.0,388.0,23.0,19.0,0.0,552.0,298.0,1.0,272.0,0.0,0.0,0.0,512.0,0.0,59.0,338.0,0.0,223.0,9.0,1.0,07,2016
VA,2016-08,138.0,172.0,45.0,61.0,83.0,182.0,121.0,404.0,147.0,251.0,2.0,445.0,256.0,99.0,132.0,77.0,25.0,449.0,119.0,100.0,0.0,702.0,374.0,6.0,422.0,0.0,0.0,0.0,688.0,2.0,112.0,466.0,0.0,318.0,18.0,0.0,08,2016
VA,2016-09,138.0,123.0,61.0,46.0,188.0,157.0,141.0,477.0,163.0,214.0,0.0,445.0,333.0,76.0,3.0,360.0,27.0,295.0,169.0,132.0,0.0,722.0,193.0,14.0,647.0,0.0,0.0,0.0,707.0,7.0,140.0,459.0,10.0,331.0,53.0,1.0,09,2016
VA,2016-10,147.0,222.0,64.0,57.0,137.0,228.0,203.0,524.0,262.0,272.0,2.0,531.0,458.0,67.0,10.0,388.0,59.0,326.0,275.0,488.0,0.0,570.0,39.0,467.0,552.0,0.0,0.0,0.0,887.0,1.0,170.0,653.0,19.0,328.0,56.0,2.0,10,2016
VA,2016-11,179.0,232.0,43.0,81.0,215.0,359.0,346.0,709.0,380.0,366.0,2.0,731.0,626.0,96.0,2.0,456.0,69.0,468.0,460.0,487.0,0.0,968.0,2.0,1114.0,297.0,0.0,42.0,0.0,1076.0,56.0,323.0,745.0,26.0,591.0,90.0,3.0,11,2016
VA,2016-12,275.0,186.0,77.0,44.0,298.0,275.0,216.0,652.0,345.0,374.0,0.0,667.0,579.0,125.0,4.0,386.0,52.0,527.0,402.0,456.0,1.0,914.0,0.0,1099.0,69.0,0.0,203.0,0.0,952.0,49.0,370.0,603.0,49.0,544.0,165.0,10.0,12,2016
VA,2017-01,170.0,244.0,58.0,36.0,178.0,270.0,166.0,524.0,295.0,303.0,0.0,481.0,540.0,101.0,8.0,280.0,112.0,388.0,334.0,371.0,71.0,680.0,0.0,886.0,73.0,0.0,163.0,0.0,877.0,16.0,229.0,481.0,45.0,456.0,124.0,16.0,01,2017
VA,2017-02,188.0,158.0,43.0,40.0,150.0,192.0,161.0,448.0,229.0,255.0,3.0,377.0,484.0,68.0,7.0,264.0,82.0,286.0,293.0,237.0,9.0,686.0,0.0,656.0,217.0,0.0,59.0,0.0,574.0,44.0,314.0,352.0,29.0,447.0,90.0,14.0,02,2017
VA,2017-03,220.0,180.0,56.0,60.0,247.0,191.0,226.0,571.0,252.0,357.0,0.0,510.0,558.0,112.0,2.0,215.0,57.0,471.0,435.0,490.0,2.0,688.0,0.0,835.0,253.0,0.0,92.0,0.0,640.0,138.0,402.0,364.0,104.0,486.0,197.0,29.0,03,2017
VA,2017-04,168.0,155.0,42.0,44.0,153.0,186.0,180.0,399.0,194.0,335.0,0.0,453.0,407.0,68.0,0.0,224.0,34.0,300.0,370.0,213.0,42.0,673.0,75.0,365.0,488.0,0.0,0.0,0.0,627.0,57.0,244.0,361.0,42.0,418.0,101.0,6.0,04,2017
VA,2017-05,195.0,187.0,36.0,19.0,184.0,172.0,137.0,478.0,193.0,259.0,0.0,492.0,334.0,104.0,4.0,182.0,73.0,411.0,260.0,28.0,45.0,857.0,76.0,362.0,492.0,0.0,0.0,0.0,727.0,38.0,165.0,426.0,42.0,347.0,113.0,2.0,05,2017
VA,2017-06,223.0,137.0,40.0,49.0,177.0,176.0,152.0,372.0,242.0,340.0,0.0,421.0,470.0,63.0,3.0,181.0,66.0,305.0,399.0,18.0,0.0,936.0,320.0,43.0,591.0,0.0,0.0,0.0,643.0,29.0,282.0,432.0,9.0,398.0,115.0,0.0,06,2017
VA,2017-07,296.0,162.0,85.0,73.0,236.0,148.0,173.0,436.0,290.0,447.0,0.0,529.0,556.0,88.0,10.0,158.0,92.0,343.0,570.0,21.0,0.0,1152.0,577.0,7.0,589.0,0.0,0.0,0.0,998.0,2.0,173.0,632.0,4.0,484.0,52.0,1.0,07,2017
VA,2017-08,529.0,515.0,83.0,96.0,616.0,781.0,668.0,1275.0,656.0,1357.0,2.0,1771.0,1386.0,129.0,23.0,370.0,253.0,457.0,2185.0,373.0,0.0,2915.0,1179.0,45.0,2064.0,0.0,0.0,0.0,2852.0,5.0,431.0,1890.0,14.0,1233.0,144.0,7.0,08,2017
VA,2017-09,728.0,486.0,108.0,88.0,587.0,513.0,517.0,1120.0,669.0,1238.0,0.0,1696.0,1206.0,125.0,17.0,607.0,201.0,366.0,1836.0,206.0,2.0,2819.0,578.0,224.0,2225.0,0.0,0.0,0.0,2601.0,4.0,422.0,1407.0,28.0,1389.0,201.0,2.0,09,2017
VA,2017-10,443.0,587.0,43.0,47.0,470.0,618.0,485.0,1096.0,529.0,1068.0,0.0,1819.0,774.0,100.0,7.0,592.0,86.0,397.0,1611.0,813.0,4.0,1876.0,221.0,632.0,1840.0,0.0,0.0,0.0,2204.0,20.0,469.0,1163.0,41.0,1374.0,114.0,1.0,10,2017
VA,2017-11,340.0,450.0,28.0,31.0,445.0,445.0,522.0,1013.0,510.0,738.0,1.0,1131.0,1031.0,98.0,14.0,323.0,117.0,354.0,1453.0,728.0,2.0,1531.0,4.0,1478.0,742.0,0.0,37.0,0.0,1782.0,51.0,428.0,937.0,34.0,1152.0,138.0,0.0,11,2017
VA,2017-12,533.0,369.0,46.0,51.0,362.0,395.0,492.0,894.0,636.0,718.0,0.0,1067.0,1042.0,139.0,4.0,243.0,166.0,543.0,1292.0,590.0,3.0,1655.0,0.0,1580.0,396.0,0.0,272.0,0.0,1579.0,31.0,638.0,921.0,30.0,1163.0,127.0,7.0,12,2017
VA,2018-01,373.0,396.0,32.0,20.0,355.0,576.0,477.0,974.0,593.0,662.0,0.0,1119.0,929.0,181.0,6.0,219.0,96.0,663.0,1245.0,1003.0,0.0,1226.0,0.0,1058.0,522.0,0.0,648.0,1.0,1697.0,70.0,462.0,774.0,98.0,1132.0,208.0,17.0,01,2018
VA,2018-02,392.0,391.0,39.0,47.0,330.0,379.0,279.0,893.0,452.0,512.0,0.0,890.0,828.0,139.0,12.0,156.0,116.0,568.0,1005.0,1166.0,1.0,690.0,6.0,1286.0,441.0,0.0,124.0,0.0,1644.0,19.0,194.0,839.0,56.0,788.0,173.0,1.0,02,2018
VA,2018-03,439.0,393.0,87.0,32.0,333.0,400.0,283.0,944.0,384.0,639.0,1.0,820.0,1042.0,104.0,18.0,372.0,138.0,350.0,1089.0,225.0,3.0,1739.0,12.0,1548.0,280.0,0.0,127.0,0.0,1375.0,128.0,464.0,657.0,117.0,817.0,321.0,55.0,03,2018
VA,2018-04,270.0,390.0,36.0,48.0,283.0,334.0,305.0,812.0,330.0,524.0,0.0,741.0,839.0,86.0,24.0,259.0,158.0,317.0,908.0,403.0,13.0,1250.0,37.0,1115.0,513.0,0.0,1.0,0.0,1135.0,160.0,371.0,586.0,80.0,743.0,243.0,14.0,04,2018
VA,2018-05,325.0,261.0,44.0,32.0,368.0,401.0,425.0,930.0,349.0,577.0,0.0,777.0,976.0,103.0,13.0,168.0,84.0,359.0,1232.0,183.0,1.0,1672.0,308.0,205.0,1343.0,0.0,0.0,0.0,1572.0,62.0,222.0,1030.0,5.0,727.0,94.0,0.0,05,2018
VA,2018-06,389.0,264.0,44.0,64.0,379.0,309.0,354.0,812.0,398.0,593.0,3.0,734.0,978.0,88.0,8.0,221.0,66.0,362.0,1146.0,128.0,0.0,1675.0,516.0,73.0,1213.0,0.0,1.0,0.0,1598.0,12.0,193.0,1017.0,3.0,710.0,72.0,1.0,06,2018
VA,2018-07,308.0,548.0,57.0,70.0,354.0,439.0,354.0,982.0,473.0,675.0,0.0,867.0,1126.0,137.0,13.0,113.0,88.0,240.0,1676.0,288.0,0.0,1842.0,811.0,15.0,1304.0,0.0,0.0,0.0,1848.0,4.0,278.0,1307.0,3.0,780.0,39.0,1.0,07,2018
VA,2018-08,448.0,287.0,51.0,64.0,497.0,300.0,382.0,954.0,412.0,663.0,0.0,772.0,1164.0,93.0,30.0,172.0,73.0,113.0,1641.0,174.0,1.0,1854.0,784.0,11.0,1234.0,0.0,0.0,0.0,1888.0,13.0,128.0,1303.0,1.0,696.0,29.0,0.0,08,2018
VA,2018-09,417.0,427.0,106.0,102.0,365.0,480.0,410.0,870.0,529.0,908.0,0.0,1235.0,906.0,166.0,29.0,66.0,74.0,24.0,2114.0,743.0,2.0,1562.0,736.0,54.0,1517.0,0.0,0.0,0.0,2292.0,0.0,15.0,1465.0,3.0,785.0,54.0,0.0,09,2018
VA,2018-10,560.0,729.0,101.0,111.0,486.0,781.0,734.0,1336.0,735.0,1431.0,0.0,2453.0,930.0,119.0,69.0,86.0,103.0,47.0,3197.0,1239.0,31.0,2232.0,403.0,1545.0,1547.0,0.0,7.0,0.0,2821.0,6.0,675.0,1989.0,28.0,1284.0,197.0,4.0,10,2018
VA,2018-11,570.0,577.0,130.0,162.0,496.0,613.0,456.0,1237.0,720.0,1047.0,0.0,1755.0,1106.0,143.0,52.0,158.0,152.0,14.0,2628.0,800.0,12.0,2192.0,2.0,2485.0,452.0,0.0,65.0,0.0,2620.0,0.0,384.0,1487.0,50.0,1201.0,257.0,9.0,11,2018
VA,2018-12,475.0,590.0,185.0,197.0,427.0,430.0,374.0,1034.0,718.0,926.0,0.0,1456.0,1088.0,134.0,4.0,262.0,49.0,13.0,2350.0,952.0,135.0,1591.0,0.0,2023.0,333.0,0.0,322.0,0.0,2377.0,5.0,296.0,1467.0,32.0,1053.0,124.0,2.0,12,2018
VA,2019-01,395.0,396.0,94.0,129.0,542.0,513.0,498.0,1155.0,658.0,754.0,0.0,1518.0,922.0,127.0,9.0,161.0,19.0,13.0,2365.0,946.0,36.0,1585.0,0.0,1843.0,193.0,0.0,531.0,0.0,1966.0,81.0,520.0,1169.0,103.0,977.0,298.0,20.0,01,2019
VA,2019-02,380.0,418.0,127.0,59.0,454.0,435.0,466.0,1095.0,601.0,643.0,0.0,1372.0,865.0,102.0,7.0,264.0,33.0,22.0,2013.0,936.0,1.0,1402.0,0.0,1925.0,244.0,0.0,170.0,0.0,1779.0,190.0,370.0,1210.0,44.0,930.0,143.0,12.0,02,2019
VA,2019-03,429.0,397.0,83.0,70.0,427.0,416.0,443.0,974.0,591.0,700.0,0.0,1423.0,718.0,124.0,279.0,194.0,263.0,394.0,1135.0,1188.0,0.0,1077.0,0.0,1672.0,375.0,0.0,218.0,0.0,1357.0,303.0,605.0,911.0,44.0,1054.0,248.0,8.0,03,2019
VA,2019-04,435.0,392.0,95.0,91.0,385.0,529.0,429.0,833.0,627.0,896.0,2.0,1467.0,768.0,119.0,461.0,185.0,495.0,652.0,563.0,127.0,540.0,1689.0,211.0,837.0,1294.0,0.0,14.0,0.0,1532.0,238.0,586.0,1189.0,67.0,692.0,394.0,14.0,04,2019
VA,2019-05,433.0,348.0,116.0,133.0,431.0,385.0,540.0,1008.0,550.0,828.0,0.0,1378.0,849.0,159.0,338.0,219.0,415.0,681.0,733.0,41.0,407.0,1938.0,600.0,302.0,1484.0,0.0,0.0,0.0,1834.0,10.0,542.0,1240.0,19.0,826.0,300.0,1.0,05,2019
VA,2019-06,313.0,346.0,123.0,109.0,342.0,300.0,284.0,781.0,438.0,598.0,0.0,952.0,764.0,101.0,289.0,169.0,218.0,626.0,515.0,4.0,347.0,1466.0,566.0,52.0,1199.0,0.0,0.0,0.0,1410.0,18.0,389.0,979.0,41.0,582.0,210.0,5.0,06,2019
VA,2019-07,357.0,444.0,76.0,87.0,280.0,460.0,422.0,776.0,567.0,783.0,0.0,1294.0,734.0,98.0,348.0,161.0,296.0,858.0,463.0,27.0,356.0,1743.0,1191.0,6.0,929.0,0.0,0.0,0.0,1662.0,2.0,462.0,1422.0,8.0,570.0,122.0,4.0,07,2019
VA,2019-08,418.0,309.0,79.0,69.0,384.0,357.0,328.0,777.0,459.0,708.0,1.0,1085.0,752.0,106.0,319.0,212.0,252.0,633.0,528.0,1.0,375.0,1568.0,817.0,16.0,1111.0,0.0,0.0,0.0,1663.0,9.0,272.0,1302.0,14.0,519.0,108.0,1.0,08,2019
VA,2019-09,363.0,356.0,70.0,83.0,233.0,314.0,283.0,818.0,331.0,553.0,1.0,957.0,667.0,77.0,371.0,186.0,295.0,473.0,377.0,113.0,249.0,1340.0,464.0,86.0,1152.0,0.0,0.0,0.0,1357.0,9.0,336.0,1140.0,14.0,432.0,109.0,7.0,09,2019
VA,2019-10,344.0,298.0,94.0,119.0,416.0,436.0,454.0,1053.0,421.0,687.0,2.0,1142.0,891.0,126.0,448.0,256.0,359.0,615.0,483.0,100.0,427.0,1634.0,151.0,791.0,1219.0,0.0,0.0,0.0,1811.0,46.0,304.0,1325.0,24.0,586.0,224.0,2.0,10,2019
VA,2019-11,433.0,292.0,147.0,83.0,271.0,366.0,335.0,798.0,534.0,595.0,1.0,1068.0,783.0,75.0,420.0,242.0,357.0,570.0,338.0,235.0,360.0,1332.0,0.0,1611.0,196.0,0.0,120.0,0.0,1576.0,11.0,340.0,1268.0,48.0,434.0,168.0,9.0,11,2019
VA,2019-12,292.0,496.0,104.0,158.0,297.0,450.0,320.0,885.0,525.0,707.0,3.0,1178.0,794.0,142.0,410.0,244.0,332.0,637.0,494.0,325.0,603.0,1189.0,0.0,1730.0,213.0,0.0,174.0,0.0,1738.0,11.0,368.0,1413.0,26.0,465.0,208.0,5.0,12,2019
DC,2016-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,2016
DC,2016-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
DC,2016-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
DC,2016-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2016
DC,2016-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05,2016
DC,2016-06,4.0,6.0,0.0,0.0,9.0,7.0,7.0,20.0,6.0,7.0,0.0,18.0,7.0,8.0,0.0,10.0,1.0,21.0,1.0,0.0,0.0,33.0,5.0,9.0,19.0,0.0,0.0,0.0,32.0,0.0,1.0,6.0,2.0,24.0,1.0,0.0,06,2016
DC,2016-07,8.0,5.0,2.0,4.0,13.0,14.0,8.0,28.0,13.0,13.0,0.0,31.0,18.0,5.0,1.0,16.0,4.0,30.0,3.0,2.0,0.0,52.0,20.0,10.0,24.0,0.0,0.0,0.0,45.0,0.0,9.0,20.0,1.0,33.0,0.0,0.0,07,2016
DC,2016-08,10.0,21.0,0.0,3.0,6.0,11.0,16.0,34.0,12.0,21.0,0.0,38.0,17.0,12.0,4.0,15.0,4.0,31.0,13.0,5.0,0.0,62.0,25.0,18.0,24.0,0.0,0.0,0.0,55.0,0.0,12.0,15.0,0.0,49.0,3.0,0.0,08,2016
DC,2016-09,10.0,6.0,3.0,0.0,22.0,15.0,15.0,29.0,11.0,31.0,0.0,41.0,15.0,15.0,1.0,14.0,3.0,43.0,10.0,9.0,0.0,62.0,20.0,19.0,32.0,0.0,0.0,0.0,54.0,0.0,17.0,13.0,2.0,47.0,8.0,1.0,09,2016
DC,2016-10,5.0,11.0,2.0,1.0,10.0,11.0,10.0,29.0,8.0,13.0,0.0,31.0,14.0,5.0,2.0,24.0,5.0,11.0,8.0,18.0,0.0,32.0,0.0,24.0,26.0,0.0,0.0,0.0,47.0,0.0,3.0,16.0,0.0,26.0,8.0,0.0,10,2016
DC,2016-11,7.0,13.0,1.0,3.0,13.0,23.0,38.0,58.0,22.0,18.0,0.0,53.0,34.0,11.0,0.0,44.0,5.0,30.0,19.0,24.0,0.0,74.0,0.0,78.0,20.0,0.0,0.0,0.0,82.0,2.0,14.0,45.0,0.0,47.0,6.0,0.0,11,2016
