State,year_month,Severity_1,Severity_2,Severity_3,Severity_4,Month,Year,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday
OH,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2016-02,2.0,487.0,214.0,67.0,02,2016,173.0,160.0,154.0,170.0,88.0,14.0,11.0
OH,2016-03,0.0,0.0,0.0,0.0,03,2016,126.0,200.0,156.0,255.0,148.0,23.0,12.0
OH,2016-04,0.0,0.0,0.0,0.0,04,2016,167.0,164.0,171.0,202.0,204.0,54.0,32.0
OH,2016-05,1.0,482.0,188.0,120.0,05,2016,140.0,201.0,182.0,140.0,97.0,14.0,17.0
OH,2016-06,2.0,522.0,223.0,146.0,06,2016,166.0,166.0,186.0,207.0,115.0,29.0,24.0
OH,2016-07,0.0,0.0,0.0,0.0,07,2016,182.0,193.0,145.0,195.0,182.0,31.0,23.0
OH,2016-08,1.0,747.0,300.0,135.0,08,2016,252.0,252.0,228.0,193.0,202.0,22.0,34.0
OH,2016-09,0.0,0.0,0.0,0.0,09,2016,143.0,211.0,246.0,247.0,300.0,29.0,27.0
OH,2016-10,0.0,0.0,0.0,0.0,10,2016,213.0,193.0,164.0,190.0,168.0,36.0,29.0
OH,2016-11,0.0,0.0,0.0,0.0,11,2016,208.0,360.0,298.0,213.0,164.0,33.0,14.0
OH,2016-12,0.0,0.0,0.0,0.0,12,2016,161.0,322.0,230.0,277.0,272.0,54.0,26.0
OH,2017-01,0.0,0.0,0.0,0.0,01,2017,254.0,364.0,254.0,304.0,306.0,22.0,21.0
OH,2017-02,1.0,797.0,275.0,113.0,02,2017,204.0,229.0,237.0,249.0,230.0,24.0,13.0
OH,2017-03,2.0,680.0,275.0,148.0,03,2017,155.0,195.0,227.0,202.0,265.0,40.0,21.0
OH,2017-04,0.0,0.0,0.0,0.0,04,2017,117.0,161.0,160.0,140.0,158.0,31.0,32.0
OH,2017-05,0.0,0.0,0.0,0.0,05,2017,171.0,169.0,140.0,139.0,156.0,18.0,27.0
OH,2017-06,0.0,0.0,0.0,0.0,06,2017,111.0,150.0,174.0,171.0,264.0,24.0,24.0
OH,2017-07,0.0,0.0,0.0,0.0,07,2017,128.0,101.0,116.0,152.0,149.0,37.0,29.0
OH,2017-08,0.0,0.0,0.0,0.0,08,2017,210.0,310.0,233.0,268.0,214.0,32.0,29.0
OH,2017-09,0.0,0.0,0.0,0.0,09,2017,186.0,266.0,294.0,286.0,349.0,53.0,36.0
OH,2017-10,0.0,0.0,0.0,0.0,10,2017,331.0,281.0,283.0,310.0,233.0,34.0,39.0
OH,2017-11,0.0,0.0,0.0,0.0,11,2017,191.0,190.0,220.0,188.0,119.0,24.0,23.0
OH,2017-12,0.0,0.0,0.0,0.0,12,2017,176.0,264.0,266.0,249.0,340.0,41.0,19.0
OH,2018-01,0.0,0.0,0.0,0.0,01,2018,293.0,286.0,367.0,236.0,248.0,32.0,27.0
OH,2018-02,1.0,608.0,538.0,116.0,02,2018,195.0,253.0,280.0,225.0,259.0,29.0,22.0
OH,2018-03,0.0,0.0,0.0,0.0,03,2018,163.0,233.0,229.0,257.0,284.0,32.0,24.0
OH,2018-04,0.0,0.0,0.0,0.0,04,2018,212.0,247.0,223.0,220.0,172.0,25.0,41.0
OH,2018-05,1.0,619.0,428.0,139.0,05,2018,175.0,224.0,236.0,284.0,205.0,39.0,24.0
OH,2018-06,1.0,759.0,370.0,187.0,06,2018,199.0,210.0,206.0,278.0,317.0,55.0,52.0
OH,2018-07,1.0,690.0,376.0,108.0,07,2018,251.0,263.0,151.0,210.0,201.0,51.0,48.0
OH,2018-08,0.0,0.0,0.0,0.0,08,2018,131.0,212.0,251.0,225.0,222.0,7.0,13.0
OH,2018-09,0.0,0.0,0.0,0.0,09,2018,310.0,340.0,278.0,290.0,297.0,63.0,40.0
OH,2018-10,2.0,1579.0,622.0,256.0,10,2018,542.0,509.0,557.0,334.0,413.0,44.0,60.0
OH,2018-11,0.0,0.0,0.0,0.0,11,2018,419.0,454.0,356.0,297.0,489.0,78.0,70.0
OH,2018-12,0.0,0.0,0.0,0.0,12,2018,322.0,237.0,303.0,262.0,287.0,88.0,54.0
OH,2019-01,1.0,993.0,411.0,133.0,01,2019,284.0,302.0,289.0,316.0,219.0,72.0,56.0
OH,2019-02,0.0,0.0,0.0,0.0,02,2019,162.0,192.0,194.0,154.0,228.0,17.0,36.0
OH,2019-03,0.0,0.0,0.0,0.0,03,2019,190.0,193.0,171.0,153.0,181.0,28.0,31.0
OH,2019-04,0.0,0.0,0.0,0.0,04,2019,239.0,217.0,176.0,167.0,216.0,21.0,25.0
OH,2019-05,0.0,0.0,0.0,0.0,05,2019,147.0,182.0,197.0,222.0,158.0,24.0,12.0
OH,2019-06,0.0,0.0,0.0,0.0,06,2019,156.0,165.0,118.0,129.0,147.0,31.0,25.0
OH,2019-07,0.0,0.0,0.0,0.0,07,2019,214.0,224.0,218.0,132.0,130.0,12.0,11.0
OH,2019-08,0.0,0.0,0.0,0.0,08,2019,179.0,245.0,200.0,214.0,187.0,13.0,8.0
OH,2019-09,0.0,0.0,0.0,0.0,09,2019,222.0,221.0,210.0,171.0,180.0,17.0,14.0
OH,2019-10,0.0,0.0,0.0,0.0,10,2019,220.0,279.0,304.0,303.0,213.0,35.0,12.0
OH,2019-11,0.0,0.0,0.0,0.0,11,2019,204.0,341.0,246.0,207.0,265.0,18.0,24.0
OH,2019-12,0.0,0.0,0.0,0.0,12,2019,343.0,262.0,222.0,197.0,216.0,19.0,38.0
WV,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WV,2016-02,0.0,0.0,0.0,0.0,02,2016,3.0,9.0,4.0,8.0,4.0,0.0,4.0
WV,2016-03,0.0,0.0,0.0,0.0,03,2016,3.0,10.0,6.0,5.0,2.0,2.0,6.0
WV,2016-04,0.0,0.0,0.0,0.0,04,2016,7.0,1.0,3.0,9.0,7.0,0.0,5.0
WV,2016-05,0.0,0.0,0.0,0.0,05,2016,1.0,3.0,2.0,4.0,1.0,1.0,1.0
WV,2016-06,0.0,0.0,0.0,0.0,06,2016,0.0,9.0,4.0,24.0,1.0,1.0,2.0
WV,2016-07,0.0,0.0,0.0,0.0,07,2016,18.0,23.0,12.0,17.0,8.0,2.0,1.0
WV,2016-08,0.0,0.0,0.0,0.0,08,2016,6.0,7.0,4.0,8.0,7.0,2.0,2.0
WV,2016-09,0.0,0.0,0.0,0.0,09,2016,0.0,6.0,1.0,13.0,6.0,1.0,1.0
WV,2016-10,0.0,0.0,0.0,0.0,10,2016,5.0,4.0,7.0,4.0,7.0,2.0,3.0
WV,2016-11,0.0,0.0,0.0,0.0,11,2016,10.0,19.0,13.0,7.0,5.0,0.0,7.0
WV,2016-12,0.0,0.0,0.0,0.0,12,2016,0.0,4.0,7.0,16.0,7.0,1.0,4.0
WV,2017-01,0.0,0.0,0.0,0.0,01,2017,13.0,4.0,3.0,19.0,13.0,0.0,1.0
WV,2017-02,0.0,0.0,0.0,0.0,02,2017,6.0,14.0,8.0,14.0,14.0,3.0,3.0
WV,2017-03,0.0,0.0,0.0,0.0,03,2017,8.0,13.0,11.0,9.0,29.0,0.0,2.0
WV,2017-04,0.0,0.0,0.0,0.0,04,2017,10.0,8.0,8.0,5.0,18.0,2.0,0.0
WV,2017-05,0.0,0.0,0.0,0.0,05,2017,11.0,12.0,3.0,5.0,4.0,1.0,2.0
WV,2017-06,0.0,0.0,0.0,0.0,06,2017,17.0,15.0,10.0,16.0,21.0,3.0,3.0
WV,2017-07,0.0,0.0,0.0,0.0,07,2017,18.0,8.0,17.0,15.0,14.0,10.0,12.0
WV,2017-08,0.0,0.0,0.0,0.0,08,2017,17.0,7.0,7.0,2.0,9.0,6.0,0.0
WV,2017-09,1.0,19.0,19.0,13.0,09,2017,11.0,10.0,3.0,3.0,9.0,6.0,10.0
WV,2017-10,0.0,0.0,0.0,0.0,10,2017,3.0,5.0,7.0,4.0,5.0,5.0,23.0
WV,2017-11,0.0,0.0,0.0,0.0,11,2017,4.0,13.0,11.0,8.0,2.0,5.0,9.0
WV,2017-12,0.0,0.0,0.0,0.0,12,2017,7.0,3.0,5.0,4.0,10.0,7.0,5.0
WV,2018-01,0.0,0.0,0.0,0.0,01,2018,4.0,24.0,3.0,7.0,3.0,3.0,1.0
WV,2018-02,0.0,0.0,0.0,0.0,02,2018,2.0,3.0,10.0,9.0,8.0,3.0,5.0
WV,2018-03,0.0,0.0,0.0,0.0,03,2018,3.0,1.0,5.0,13.0,11.0,4.0,3.0
WV,2018-04,0.0,0.0,0.0,0.0,04,2018,16.0,14.0,5.0,10.0,11.0,3.0,3.0
WV,2018-05,0.0,0.0,0.0,0.0,05,2018,9.0,9.0,11.0,17.0,9.0,2.0,3.0
WV,2018-06,0.0,0.0,0.0,0.0,06,2018,6.0,2.0,6.0,4.0,4.0,9.0,6.0
WV,2018-07,0.0,0.0,0.0,0.0,07,2018,6.0,5.0,4.0,4.0,5.0,6.0,16.0
WV,2018-08,0.0,0.0,0.0,0.0,08,2018,3.0,2.0,1.0,3.0,5.0,0.0,0.0
WV,2018-09,0.0,0.0,0.0,0.0,09,2018,7.0,11.0,12.0,8.0,4.0,6.0,10.0
WV,2018-10,0.0,0.0,0.0,0.0,10,2018,10.0,15.0,22.0,6.0,21.0,6.0,10.0
WV,2018-11,0.0,0.0,0.0,0.0,11,2018,18.0,9.0,12.0,23.0,35.0,5.0,3.0
WV,2018-12,0.0,0.0,0.0,0.0,12,2018,11.0,10.0,10.0,14.0,23.0,5.0,2.0
WV,2019-01,0.0,0.0,0.0,0.0,01,2019,2.0,8.0,9.0,17.0,8.0,6.0,1.0
WV,2019-02,0.0,0.0,0.0,0.0,02,2019,7.0,15.0,10.0,9.0,25.0,1.0,5.0
WV,2019-03,0.0,0.0,0.0,0.0,03,2019,0.0,5.0,4.0,0.0,11.0,5.0,2.0
WV,2019-04,0.0,0.0,0.0,0.0,04,2019,7.0,7.0,5.0,6.0,17.0,5.0,3.0
WV,2019-05,0.0,0.0,0.0,0.0,05,2019,3.0,1.0,8.0,13.0,12.0,5.0,9.0
WV,2019-06,0.0,0.0,0.0,0.0,06,2019,3.0,6.0,4.0,10.0,6.0,5.0,4.0
WV,2019-07,0.0,0.0,0.0,0.0,07,2019,13.0,1.0,10.0,11.0,8.0,6.0,9.0
WV,2019-08,0.0,0.0,0.0,0.0,08,2019,2.0,5.0,8.0,8.0,4.0,0.0,1.0
WV,2019-09,0.0,0.0,0.0,0.0,09,2019,2.0,12.0,7.0,8.0,2.0,1.0,1.0
WV,2019-10,0.0,0.0,0.0,0.0,10,2019,6.0,5.0,8.0,9.0,5.0,6.0,4.0
WV,2019-11,0.0,0.0,0.0,0.0,11,2019,2.0,0.0,1.0,5.0,3.0,0.0,0.0
WV,2019-12,0.0,0.0,0.0,0.0,12,2019,1.0,3.0,3.0,3.0,1.0,0.0,0.0
CA,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,2016-03,2.0,2590.0,1625.0,62.0,03,2016,474.0,575.0,1220.0,1117.0,442.0,213.0,238.0
CA,2016-04,5.0,8993.0,5098.0,125.0,04,2016,2472.0,2537.0,2482.0,2646.0,2603.0,660.0,821.0
CA,2016-05,6.0,9172.0,4680.0,130.0,05,2016,2503.0,3050.0,2721.0,2662.0,1722.0,660.0,670.0
CA,2016-06,8.0,8591.0,5931.0,119.0,06,2016,2294.0,2261.0,2546.0,3042.0,2523.0,1036.0,947.0
CA,2016-07,5.0,7513.0,5054.0,92.0,07,2016,1792.0,2180.0,2069.0,2232.0,2728.0,907.0,756.0
CA,2016-08,11.0,9931.0,6154.0,132.0,08,2016,3120.0,3120.0,2901.0,2442.0,2538.0,1092.0,1015.0
CA,2016-09,7.0,9952.0,5877.0,118.0,09,2016,2206.0,2728.0,2642.0,3418.0,3160.0,957.0,843.0
CA,2016-10,29.0,10100.0,5630.0,118.0,10,2016,3364.0,2825.0,2702.0,2439.0,2222.0,1120.0,1205.0
CA,2016-11,20.0,10915.0,6564.0,167.0,11,2016,3032.0,3600.0,3669.0,2690.0,2527.0,1064.0,1084.0
CA,2016-12,6.0,9206.0,5565.0,148.0,12,2016,1952.0,2004.0,2178.0,3347.0,3430.0,1151.0,863.0
CA,2017-01,10.0,9214.0,5228.0,115.0,01,2017,2231.0,2905.0,2127.0,2728.0,2587.0,1013.0,976.0
CA,2017-02,11.0,9205.0,5091.0,99.0,02,2017,2354.0,2272.0,2384.0,2641.0,2634.0,1138.0,983.0
CA,2017-03,19.0,9110.0,5390.0,161.0,03,2017,1977.0,2136.0,2669.0,2690.0,3050.0,1139.0,1019.0
CA,2017-04,4.0,9088.0,5362.0,118.0,04,2017,2364.0,2045.0,2328.0,2399.0,2700.0,1554.0,1182.0
CA,2017-05,6.0,7355.0,3897.0,140.0,05,2017,2137.0,1934.0,2141.0,1714.0,1791.0,817.0,864.0
CA,2017-06,10.0,7529.0,4898.0,163.0,06,2017,1916.0,1935.0,1832.0,2321.0,2350.0,1133.0,1113.0
CA,2017-07,6.0,6555.0,4316.0,126.0,07,2017,1712.0,1652.0,1908.0,1762.0,1863.0,1120.0,986.0
CA,2017-08,8.0,7496.0,4666.0,143.0,08,2017,1841.0,2303.0,2258.0,2272.0,1957.0,839.0,843.0
CA,2017-09,3.0,7517.0,4797.0,150.0,09,2017,1829.0,2114.0,1941.0,2048.0,2674.0,1056.0,805.0
CA,2017-10,5.0,6659.0,4964.0,117.0,10,2017,2158.0,2180.0,1806.0,1757.0,1812.0,946.0,1086.0
CA,2017-11,3.0,7063.0,4864.0,127.0,11,2017,2059.0,2042.0,2451.0,2251.0,1621.0,845.0,788.0
CA,2017-12,3.0,6354.0,4352.0,146.0,12,2017,1611.0,1555.0,1901.0,1727.0,2211.0,989.0,861.0
CA,2018-01,3.0,7319.0,4861.0,179.0,01,2018,2257.0,2663.0,2356.0,1613.0,1759.0,942.0,772.0
CA,2018-02,7.0,6981.0,4354.0,147.0,02,2018,1863.0,2009.0,1922.0,1989.0,2092.0,790.0,824.0
CA,2018-03,2.0,9124.0,5557.0,143.0,03,2018,2192.0,2267.0,2163.0,2957.0,2867.0,1429.0,951.0
CA,2018-04,4.0,8461.0,5184.0,119.0,04,2018,2606.0,2121.0,2309.0,2275.0,2359.0,1039.0,1059.0
CA,2018-05,3.0,8098.0,5361.0,132.0,05,2018,1765.0,2518.0,2825.0,2630.0,2064.0,905.0,887.0
CA,2018-06,4.0,7327.0,5228.0,94.0,06,2018,1877.0,1990.0,2204.0,1938.0,2345.0,1319.0,980.0
CA,2018-07,4.0,8685.0,5247.0,116.0,07,2018,2607.0,2876.0,2001.0,2343.0,2081.0,1081.0,1063.0
CA,2018-08,9.0,9627.0,5585.0,117.0,08,2018,2184.0,2218.0,3168.0,3018.0,2652.0,1098.0,1000.0
CA,2018-09,2.0,8822.0,5227.0,95.0,09,2018,1997.0,2542.0,2381.0,2499.0,2398.0,1198.0,1131.0
CA,2018-10,1.0,9571.0,4759.0,156.0,10,2018,2648.0,2876.0,2809.0,2082.0,2343.0,948.0,781.0
CA,2018-11,1.0,7831.0,4510.0,133.0,11,2018,2065.0,2072.0,2204.0,2188.0,2278.0,888.0,780.0
CA,2018-12,1.0,4906.0,2513.0,162.0,12,2018,1556.0,1022.0,1243.0,1459.0,1259.0,565.0,478.0
CA,2019-01,1.0,7504.0,4704.0,194.0,01,2019,1804.0,1985.0,2260.0,2553.0,1685.0,1051.0,1065.0
CA,2019-02,1.0,6557.0,4070.0,117.0,02,2019,1737.0,1746.0,1698.0,1936.0,1909.0,967.0,752.0
CA,2019-03,1.0,7341.0,4141.0,170.0,03,2019,1705.0,1833.0,2073.0,1761.0,2170.0,1094.0,1017.0
CA,2019-04,0.0,0.0,0.0,0.0,04,2019,2024.0,2310.0,1772.0,1829.0,1759.0,840.0,822.0
CA,2019-05,1.0,8094.0,4102.0,248.0,05,2019,1446.0,1944.0,2353.0,2530.0,2066.0,988.0,1118.0
CA,2019-06,1.0,6412.0,3462.0,168.0,06,2019,1531.0,1716.0,1554.0,1620.0,1579.0,1001.0,1042.0
CA,2019-07,0.0,0.0,0.0,0.0,07,2019,1648.0,1625.0,1789.0,1184.0,1478.0,853.0,720.0
CA,2019-08,0.0,0.0,0.0,0.0,08,2019,1280.0,2225.0,2340.0,2707.0,2812.0,1579.0,773.0
CA,2019-09,3.0,28348.0,3002.0,169.0,09,2019,5141.0,5007.0,4488.0,4319.0,5281.0,3631.0,3655.0
CA,2019-10,0.0,0.0,0.0,0.0,10,2019,4398.0,6156.0,5867.0,6290.0,5438.0,3893.0,3291.0
CA,2019-11,6.0,16716.0,3015.0,91.0,11,2019,2791.0,3340.0,3284.0,2340.0,3667.0,2472.0,1934.0
CA,2019-12,4.0,31498.0,3340.0,165.0,12,2019,5356.0,5143.0,5615.0,5319.0,5129.0,3790.0,4655.0
FL,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,2016-03,0.0,0.0,0.0,0.0,03,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,2016-04,0.0,0.0,0.0,0.0,04,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,2016-05,0.0,0.0,0.0,0.0,05,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,2016-06,1.0,1354.0,482.0,27.0,06,2016,215.0,384.0,468.0,475.0,241.0,48.0,33.0
FL,2016-07,2.0,3558.0,1344.0,94.0,07,2016,708.0,937.0,997.0,879.0,938.0,334.0,205.0
FL,2016-08,1.0,4496.0,1659.0,133.0,08,2016,1329.0,1464.0,1268.0,932.0,942.0,211.0,143.0
FL,2016-09,4.0,3893.0,1628.0,95.0,09,2016,883.0,1003.0,950.0,1249.0,1117.0,246.0,172.0
FL,2016-10,1.0,3793.0,1404.0,126.0,10,2016,1146.0,1095.0,1142.0,947.0,574.0,254.0,166.0
FL,2016-11,6.0,4602.0,1844.0,168.0,11,2016,1200.0,1548.0,1479.0,990.0,920.0,219.0,264.0
FL,2016-12,0.0,0.0,0.0,0.0,12,2016,890.0,993.0,1149.0,1388.0,1432.0,300.0,166.0
FL,2017-01,4.0,3856.0,1560.0,103.0,01,2017,982.0,1213.0,932.0,1036.0,944.0,216.0,200.0
FL,2017-02,1.0,3395.0,1430.0,111.0,02,2017,839.0,932.0,885.0,892.0,970.0,198.0,221.0
FL,2017-03,2.0,4832.0,1621.0,161.0,03,2017,1091.0,1197.0,1322.0,1278.0,1311.0,218.0,199.0
FL,2017-04,3.0,3023.0,1247.0,86.0,04,2017,810.0,854.0,814.0,759.0,708.0,221.0,193.0
FL,2017-05,1.0,2668.0,1090.0,143.0,05,2017,1022.0,688.0,635.0,619.0,626.0,150.0,162.0
FL,2017-06,6.0,2598.0,1346.0,126.0,06,2017,696.0,747.0,771.0,774.0,787.0,160.0,141.0
FL,2017-07,3.0,1846.0,1249.0,157.0,07,2017,591.0,474.0,560.0,598.0,586.0,221.0,225.0
FL,2017-08,3.0,4506.0,1975.0,148.0,08,2017,1058.0,1266.0,1386.0,1401.0,1144.0,194.0,183.0
FL,2017-09,1.0,2964.0,1632.0,118.0,09,2017,591.0,951.0,780.0,776.0,1178.0,271.0,168.0
FL,2017-10,1.0,3291.0,1981.0,156.0,10,2017,1103.0,1230.0,842.0,973.0,877.0,185.0,219.0
FL,2017-11,0.0,0.0,0.0,0.0,11,2017,1004.0,1096.0,1298.0,1043.0,734.0,228.0,239.0
FL,2017-12,0.0,0.0,0.0,0.0,12,2017,818.0,891.0,1066.0,1108.0,1294.0,233.0,174.0
FL,2018-01,0.0,0.0,0.0,0.0,01,2018,915.0,1242.0,1070.0,824.0,716.0,178.0,189.0
FL,2018-02,1.0,3108.0,1699.0,117.0,02,2018,944.0,951.0,736.0,937.0,925.0,193.0,239.0
FL,2018-03,0.0,0.0,0.0,0.0,03,2018,987.0,1087.0,785.0,989.0,1177.0,298.0,254.0
FL,2018-04,1.0,3426.0,1936.0,131.0,04,2018,1237.0,1070.0,1000.0,920.0,874.0,171.0,222.0
FL,2018-05,1.0,3618.0,2179.0,137.0,05,2018,994.0,1148.0,1161.0,1166.0,981.0,216.0,269.0
FL,2018-06,2.0,2843.0,1894.0,152.0,06,2018,816.0,876.0,876.0,852.0,1002.0,278.0,191.0
FL,2018-07,3.0,2929.0,1906.0,166.0,07,2018,1112.0,1031.0,742.0,939.0,826.0,151.0,203.0
FL,2018-08,1.0,3640.0,2331.0,171.0,08,2018,1032.0,989.0,1254.0,1170.0,1124.0,372.0,202.0
FL,2018-09,2.0,2874.0,1826.0,170.0,09,2018,866.0,857.0,781.0,936.0,877.0,310.0,245.0
FL,2018-10,0.0,0.0,0.0,0.0,10,2018,1417.0,1478.0,1362.0,1003.0,1064.0,202.0,234.0
FL,2018-11,3.0,3504.0,1965.0,228.0,11,2018,1043.0,1014.0,1008.0,864.0,1237.0,287.0,247.0
FL,2018-12,2.0,3285.0,1786.0,232.0,12,2018,973.0,750.0,872.0,896.0,1091.0,399.0,324.0
FL,2019-01,2.0,3130.0,1679.0,235.0,01,2019,722.0,874.0,961.0,1051.0,884.0,278.0,276.0
FL,2019-02,2.0,2581.0,1434.0,252.0,02,2019,680.0,677.0,758.0,806.0,794.0,310.0,244.0
FL,2019-03,2.0,2926.0,1535.0,269.0,03,2019,702.0,868.0,744.0,772.0,960.0,424.0,262.0
FL,2019-04,0.0,0.0,0.0,0.0,04,2019,1104.0,1003.0,842.0,783.0,946.0,312.0,260.0
FL,2019-05,1.0,3254.0,1524.0,286.0,05,2019,849.0,786.0,981.0,1044.0,965.0,200.0,240.0
FL,2019-06,2.0,3144.0,1633.0,296.0,06,2019,999.0,818.0,882.0,838.0,799.0,445.0,294.0
FL,2019-07,1.0,3358.0,1571.0,235.0,07,2019,1085.0,963.0,1077.0,802.0,867.0,186.0,185.0
FL,2019-08,1.0,3323.0,1702.0,254.0,08,2019,868.0,868.0,895.0,1093.0,1164.0,212.0,180.0
FL,2019-09,2.0,2912.0,1376.0,275.0,09,2019,972.0,916.0,844.0,632.0,797.0,198.0,206.0
FL,2019-10,1.0,3849.0,1698.0,232.0,10,2019,921.0,1209.0,1165.0,1214.0,831.0,227.0,213.0
FL,2019-11,1.0,3548.0,1513.0,144.0,11,2019,831.0,894.0,968.0,853.0,1226.0,259.0,175.0
FL,2019-12,0.0,0.0,0.0,0.0,12,2019,1024.0,1107.0,793.0,635.0,869.0,204.0,236.0
GA,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2016-03,0.0,0.0,0.0,0.0,03,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2016-04,0.0,0.0,0.0,0.0,04,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2016-05,0.0,0.0,0.0,0.0,05,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2016-06,0.0,0.0,0.0,0.0,06,2016,101.0,151.0,169.0,206.0,79.0,39.0,36.0
GA,2016-07,0.0,0.0,0.0,0.0,07,2016,238.0,315.0,276.0,251.0,308.0,126.0,102.0
GA,2016-08,2.0,710.0,1126.0,119.0,08,2016,385.0,376.0,368.0,267.0,337.0,117.0,107.0
GA,2016-09,0.0,0.0,0.0,0.0,09,2016,319.0,363.0,361.0,449.0,422.0,122.0,130.0
GA,2016-10,2.0,851.0,1166.0,107.0,10,2016,400.0,412.0,443.0,392.0,260.0,110.0,109.0
GA,2016-11,0.0,0.0,0.0,0.0,11,2016,395.0,535.0,477.0,326.0,315.0,147.0,121.0
GA,2016-12,1.0,918.0,1177.0,184.0,12,2016,293.0,436.0,308.0,435.0,475.0,169.0,164.0
GA,2017-01,0.0,0.0,0.0,0.0,01,2017,323.0,431.0,285.0,320.0,325.0,185.0,72.0
GA,2017-02,0.0,0.0,0.0,0.0,02,2017,267.0,349.0,368.0,303.0,300.0,113.0,80.0
GA,2017-03,1.0,613.0,1178.0,160.0,03,2017,291.0,249.0,357.0,390.0,409.0,124.0,132.0
GA,2017-04,0.0,0.0,0.0,0.0,04,2017,263.0,244.0,279.0,231.0,234.0,125.0,103.0
GA,2017-05,1.0,516.0,861.0,143.0,05,2017,333.0,286.0,245.0,261.0,213.0,95.0,88.0
GA,2017-06,2.0,514.0,940.0,143.0,06,2017,234.0,263.0,254.0,317.0,351.0,91.0,89.0
GA,2017-07,1.0,617.0,876.0,119.0,07,2017,292.0,266.0,259.0,264.0,344.0,100.0,88.0
GA,2017-08,2.0,807.0,1114.0,127.0,08,2017,301.0,429.0,388.0,484.0,322.0,67.0,59.0
GA,2017-09,0.0,0.0,0.0,0.0,09,2017,235.0,275.0,294.0,343.0,522.0,181.0,75.0
GA,2017-10,0.0,0.0,0.0,0.0,10,2017,457.0,477.0,411.0,362.0,306.0,96.0,92.0
GA,2017-11,0.0,0.0,0.0,0.0,11,2017,343.0,326.0,374.0,373.0,274.0,170.0,149.0
GA,2017-12,2.0,818.0,999.0,170.0,12,2017,285.0,307.0,373.0,347.0,403.0,167.0,107.0
GA,2018-01,0.0,0.0,0.0,0.0,01,2018,336.0,428.0,379.0,296.0,367.0,106.0,110.0
GA,2018-02,1.0,824.0,964.0,155.0,02,2018,352.0,301.0,354.0,353.0,324.0,115.0,145.0
GA,2018-03,0.0,0.0,0.0,0.0,03,2018,380.0,360.0,249.0,330.0,410.0,173.0,137.0
GA,2018-04,0.0,0.0,0.0,0.0,04,2018,393.0,299.0,345.0,330.0,305.0,102.0,130.0
GA,2018-05,1.0,699.0,905.0,187.0,05,2018,252.0,368.0,442.0,332.0,256.0,84.0,58.0
GA,2018-06,2.0,753.0,1062.0,105.0,06,2018,313.0,349.0,330.0,323.0,416.0,113.0,78.0
GA,2018-07,0.0,0.0,0.0,0.0,07,2018,333.0,400.0,271.0,328.0,267.0,130.0,104.0
GA,2018-08,0.0,0.0,0.0,0.0,08,2018,333.0,363.0,507.0,495.0,488.0,133.0,84.0
GA,2018-09,0.0,0.0,0.0,0.0,09,2018,251.0,366.0,332.0,353.0,326.0,119.0,93.0
GA,2018-10,0.0,0.0,0.0,0.0,10,2018,420.0,477.0,541.0,296.0,352.0,125.0,166.0
GA,2018-11,1.0,1050.0,1076.0,203.0,11,2018,374.0,400.0,369.0,353.0,505.0,192.0,137.0
GA,2018-12,1.0,878.0,1127.0,195.0,12,2018,370.0,216.0,338.0,272.0,492.0,240.0,273.0
GA,2019-01,0.0,0.0,0.0,0.0,01,2019,319.0,369.0,496.0,525.0,461.0,155.0,95.0
GA,2019-02,3.0,1116.0,933.0,208.0,02,2019,372.0,432.0,394.0,391.0,415.0,141.0,115.0
GA,2019-03,0.0,0.0,0.0,0.0,03,2019,276.0,324.0,343.0,326.0,432.0,182.0,155.0
GA,2019-04,0.0,0.0,0.0,0.0,04,2019,427.0,448.0,307.0,340.0,390.0,153.0,131.0
GA,2019-05,0.0,0.0,0.0,0.0,05,2019,310.0,403.0,426.0,507.0,432.0,128.0,146.0
GA,2019-06,2.0,965.0,889.0,170.0,06,2019,356.0,369.0,305.0,316.0,341.0,199.0,140.0
