State,year_month,Severity_1,Severity_2,Severity_3,Severity_4,Month,Year,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday
ID,2017-02,0.0,0.0,0.0,0.0,02,2017,6.0,9.0,8.0,11.0,9.0,7.0,6.0
ID,2017-03,0.0,0.0,0.0,0.0,03,2017,8.0,7.0,11.0,2.0,1.0,6.0,2.0
ID,2017-04,0.0,0.0,0.0,0.0,04,2017,4.0,1.0,2.0,8.0,0.0,3.0,6.0
ID,2017-05,0.0,0.0,0.0,0.0,05,2017,5.0,4.0,5.0,4.0,13.0,0.0,2.0
ID,2017-06,0.0,0.0,0.0,0.0,06,2017,2.0,3.0,2.0,3.0,5.0,2.0,7.0
ID,2017-07,0.0,0.0,0.0,0.0,07,2017,5.0,3.0,9.0,6.0,12.0,4.0,0.0
ID,2017-08,0.0,0.0,0.0,0.0,08,2017,5.0,8.0,6.0,6.0,8.0,0.0,0.0
ID,2017-09,0.0,0.0,0.0,0.0,09,2017,2.0,3.0,0.0,4.0,5.0,0.0,2.0
ID,2017-10,0.0,0.0,0.0,0.0,10,2017,3.0,2.0,4.0,0.0,2.0,0.0,0.0
ID,2017-11,0.0,0.0,0.0,0.0,11,2017,1.0,0.0,2.0,3.0,1.0,0.0,0.0
ID,2017-12,0.0,0.0,0.0,0.0,12,2017,0.0,3.0,0.0,2.0,3.0,2.0,0.0
ID,2018-01,0.0,0.0,0.0,0.0,01,2018,0.0,0.0,4.0,3.0,1.0,0.0,0.0
ID,2018-02,0.0,0.0,0.0,0.0,02,2018,9.0,2.0,5.0,5.0,3.0,1.0,5.0
ID,2018-03,0.0,0.0,0.0,0.0,03,2018,6.0,6.0,6.0,7.0,12.0,3.0,5.0
ID,2018-04,0.0,0.0,0.0,0.0,04,2018,6.0,7.0,7.0,3.0,6.0,2.0,0.0
ID,2018-05,0.0,0.0,0.0,0.0,05,2018,4.0,2.0,14.0,6.0,5.0,6.0,7.0
ID,2018-06,0.0,0.0,0.0,0.0,06,2018,5.0,1.0,6.0,5.0,7.0,4.0,3.0
ID,2018-07,0.0,0.0,0.0,0.0,07,2018,4.0,5.0,4.0,12.0,17.0,4.0,5.0
ID,2018-08,0.0,0.0,0.0,0.0,08,2018,8.0,1.0,4.0,15.0,9.0,3.0,2.0
ID,2018-09,0.0,0.0,0.0,0.0,09,2018,9.0,11.0,6.0,1.0,9.0,2.0,1.0
ID,2018-10,0.0,0.0,0.0,0.0,10,2018,3.0,9.0,9.0,6.0,5.0,7.0,1.0
ID,2018-11,0.0,0.0,0.0,0.0,11,2018,4.0,5.0,3.0,0.0,7.0,4.0,5.0
ID,2018-12,0.0,0.0,0.0,0.0,12,2018,4.0,8.0,5.0,5.0,2.0,3.0,2.0
ID,2019-01,0.0,0.0,0.0,0.0,01,2019,5.0,13.0,13.0,15.0,2.0,3.0,1.0
ID,2019-02,0.0,0.0,0.0,0.0,02,2019,9.0,14.0,9.0,8.0,15.0,4.0,7.0
ID,2019-03,0.0,0.0,0.0,0.0,03,2019,1.0,6.0,3.0,7.0,6.0,4.0,1.0
ID,2019-04,0.0,0.0,0.0,0.0,04,2019,0.0,5.0,6.0,1.0,1.0,5.0,7.0
ID,2019-05,0.0,0.0,0.0,0.0,05,2019,3.0,7.0,12.0,7.0,6.0,2.0,7.0
ID,2019-06,0.0,0.0,0.0,0.0,06,2019,9.0,3.0,8.0,6.0,6.0,5.0,2.0
ID,2019-07,0.0,0.0,0.0,0.0,07,2019,5.0,12.0,13.0,5.0,9.0,3.0,9.0
ID,2019-08,0.0,0.0,0.0,0.0,08,2019,7.0,7.0,2.0,8.0,15.0,6.0,5.0
ID,2019-09,0.0,0.0,0.0,0.0,09,2019,8.0,4.0,9.0,5.0,8.0,3.0,2.0
ID,2019-10,0.0,0.0,0.0,0.0,10,2019,8.0,18.0,8.0,17.0,4.0,8.0,1.0
ID,2019-11,0.0,0.0,0.0,0.0,11,2019,7.0,3.0,9.0,3.0,6.0,5.0,0.0
ID,2019-12,0.0,0.0,0.0,0.0,12,2019,6.0,13.0,9.0,17.0,9.0,3.0,1.0
WY,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY,2016-03,0.0,0.0,0.0,0.0,03,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY,2016-04,0.0,0.0,0.0,0.0,04,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY,2016-05,0.0,0.0,0.0,0.0,05,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY,2016-06,0.0,0.0,0.0,0.0,06,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WY,2016-07,0.0,0.0,0.0,0.0,07,2016,3.0,0.0,1.0,1.0,7.0,2.0,0.0
WY,2016-08,0.0,0.0,0.0,0.0,08,2016,4.0,0.0,0.0,1.0,0.0,1.0,0.0
WY,2016-09,0.0,0.0,0.0,0.0,09,2016,2.0,0.0,1.0,2.0,1.0,1.0,1.0
WY,2016-10,0.0,0.0,0.0,0.0,10,2016,1.0,1.0,0.0,4.0,2.0,0.0,2.0
WY,2016-11,0.0,0.0,0.0,0.0,11,2016,2.0,7.0,1.0,1.0,3.0,0.0,2.0
WY,2016-12,0.0,0.0,0.0,0.0,12,2016,3.0,4.0,3.0,0.0,1.0,0.0,3.0
WY,2017-01,0.0,0.0,0.0,0.0,01,2017,0.0,2.0,4.0,6.0,0.0,0.0,1.0
WY,2017-02,0.0,0.0,0.0,0.0,02,2017,2.0,1.0,5.0,5.0,1.0,8.0,0.0
WY,2017-03,0.0,0.0,0.0,0.0,03,2017,2.0,0.0,2.0,0.0,0.0,0.0,6.0
WY,2017-04,0.0,0.0,0.0,0.0,04,2017,1.0,0.0,0.0,1.0,2.0,0.0,0.0
WY,2017-05,0.0,0.0,0.0,0.0,05,2017,1.0,0.0,0.0,1.0,0.0,0.0,0.0
WY,2017-06,0.0,0.0,0.0,0.0,06,2017,1.0,3.0,0.0,0.0,2.0,0.0,0.0
WY,2017-07,0.0,0.0,0.0,0.0,07,2017,0.0,1.0,7.0,1.0,0.0,0.0,0.0
WY,2017-08,0.0,0.0,0.0,0.0,08,2017,4.0,1.0,2.0,2.0,3.0,0.0,0.0
WY,2017-09,0.0,0.0,0.0,0.0,09,2017,5.0,0.0,2.0,1.0,0.0,0.0,1.0
WY,2017-10,0.0,0.0,0.0,0.0,10,2017,3.0,0.0,3.0,0.0,0.0,1.0,0.0
WY,2017-11,0.0,0.0,0.0,0.0,11,2017,3.0,2.0,1.0,0.0,0.0,0.0,1.0
WY,2017-12,0.0,0.0,0.0,0.0,12,2017,0.0,1.0,0.0,6.0,3.0,0.0,1.0
WY,2018-01,0.0,0.0,0.0,0.0,01,2018,5.0,0.0,2.0,1.0,2.0,0.0,3.0
WY,2018-02,0.0,0.0,0.0,0.0,02,2018,4.0,1.0,1.0,7.0,0.0,0.0,0.0
WY,2018-03,0.0,0.0,0.0,0.0,03,2018,2.0,0.0,1.0,5.0,7.0,1.0,0.0
WY,2018-04,0.0,0.0,0.0,0.0,04,2018,3.0,6.0,0.0,0.0,4.0,0.0,0.0
WY,2018-05,0.0,0.0,0.0,0.0,05,2018,2.0,1.0,0.0,3.0,1.0,0.0,0.0
WY,2018-06,0.0,0.0,0.0,0.0,06,2018,2.0,9.0,1.0,1.0,1.0,0.0,0.0
WY,2018-07,0.0,0.0,0.0,0.0,07,2018,0.0,1.0,1.0,3.0,0.0,2.0,3.0
WY,2018-08,0.0,0.0,0.0,0.0,08,2018,1.0,0.0,0.0,2.0,4.0,0.0,0.0
WY,2018-09,0.0,0.0,0.0,0.0,09,2018,3.0,2.0,1.0,0.0,2.0,0.0,0.0
WY,2018-10,0.0,0.0,0.0,0.0,10,2018,4.0,1.0,1.0,1.0,3.0,0.0,1.0
WY,2018-11,0.0,0.0,0.0,0.0,11,2018,2.0,5.0,1.0,1.0,2.0,1.0,59.0
WY,2018-12,0.0,0.0,0.0,0.0,12,2018,0.0,3.0,8.0,2.0,0.0,3.0,0.0
WY,2019-01,0.0,0.0,0.0,0.0,01,2019,3.0,1.0,6.0,12.0,6.0,3.0,2.0
WY,2019-02,0.0,0.0,0.0,0.0,02,2019,3.0,3.0,5.0,6.0,2.0,1.0,0.0
WY,2019-03,0.0,0.0,0.0,0.0,03,2019,0.0,0.0,2.0,0.0,3.0,0.0,0.0
WY,2019-04,0.0,0.0,0.0,0.0,04,2019,0.0,3.0,0.0,2.0,2.0,0.0,0.0
WY,2019-05,0.0,0.0,0.0,0.0,05,2019,0.0,1.0,1.0,3.0,2.0,0.0,1.0
WY,2019-06,0.0,0.0,0.0,0.0,06,2019,0.0,0.0,0.0,0.0,0.0,2.0,1.0
WY,2019-07,0.0,0.0,0.0,0.0,07,2019,0.0,4.0,0.0,1.0,0.0,0.0,0.0
WY,2019-08,0.0,0.0,0.0,0.0,08,2019,0.0,1.0,1.0,0.0,2.0,0.0,0.0
WY,2019-09,0.0,0.0,0.0,0.0,09,2019,1.0,0.0,1.0,1.0,0.0,4.0,0.0
WY,2019-10,0.0,0.0,0.0,0.0,10,2019,3.0,0.0,1.0,1.0,0.0,0.0,2.0
WY,2019-11,0.0,0.0,0.0,0.0,11,2019,2.0,0.0,2.0,0.0,1.0,0.0,0.0
WY,2019-12,0.0,0.0,0.0,0.0,12,2019,1.0,0.0,0.0,4.0,0.0,2.0,1.0
MT,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,2016-03,0.0,0.0,0.0,0.0,03,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,2016-04,0.0,0.0,0.0,0.0,04,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,2016-05,0.0,0.0,0.0,0.0,05,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,2016-06,0.0,0.0,0.0,0.0,06,2016,1.0,0.0,0.0,1.0,0.0,0.0,0.0
MT,2016-07,0.0,0.0,0.0,0.0,07,2016,1.0,3.0,8.0,5.0,0.0,0.0,0.0
MT,2016-08,0.0,0.0,0.0,0.0,08,2016,3.0,0.0,3.0,1.0,0.0,0.0,0.0
MT,2016-09,0.0,0.0,0.0,0.0,09,2016,1.0,0.0,2.0,1.0,0.0,0.0,0.0
MT,2016-10,0.0,0.0,0.0,0.0,10,2016,1.0,2.0,1.0,0.0,0.0,0.0,2.0
MT,2016-11,0.0,0.0,0.0,0.0,11,2016,0.0,3.0,2.0,4.0,1.0,0.0,0.0
MT,2016-12,0.0,0.0,0.0,0.0,12,2016,3.0,0.0,4.0,6.0,3.0,0.0,0.0
MT,2017-01,0.0,0.0,0.0,0.0,01,2017,2.0,15.0,1.0,4.0,3.0,0.0,3.0
MT,2017-02,0.0,0.0,0.0,0.0,02,2017,0.0,0.0,9.0,5.0,1.0,0.0,3.0
MT,2017-03,0.0,0.0,0.0,0.0,03,2017,1.0,0.0,4.0,2.0,1.0,0.0,0.0
MT,2017-04,0.0,0.0,0.0,0.0,04,2017,0.0,0.0,0.0,1.0,0.0,1.0,1.0
MT,2017-05,0.0,0.0,0.0,0.0,05,2017,0.0,0.0,3.0,0.0,4.0,0.0,0.0
MT,2017-06,0.0,0.0,0.0,0.0,06,2017,2.0,0.0,0.0,0.0,1.0,0.0,0.0
MT,2017-07,0.0,0.0,0.0,0.0,07,2017,1.0,1.0,4.0,5.0,4.0,0.0,0.0
MT,2017-08,0.0,0.0,0.0,0.0,08,2017,0.0,2.0,1.0,0.0,1.0,0.0,0.0
MT,2017-09,0.0,0.0,0.0,0.0,09,2017,0.0,0.0,2.0,3.0,1.0,0.0,0.0
MT,2017-10,0.0,0.0,0.0,0.0,10,2017,0.0,0.0,4.0,3.0,2.0,0.0,0.0
MT,2017-11,0.0,0.0,0.0,0.0,11,2017,3.0,3.0,2.0,5.0,0.0,2.0,0.0
MT,2017-12,0.0,0.0,0.0,0.0,12,2017,2.0,3.0,2.0,1.0,3.0,6.0,0.0
MT,2018-01,0.0,0.0,0.0,0.0,01,2018,8.0,3.0,7.0,2.0,4.0,1.0,1.0
MT,2018-02,0.0,0.0,0.0,0.0,02,2018,21.0,9.0,3.0,11.0,9.0,2.0,2.0
MT,2018-03,0.0,0.0,0.0,0.0,03,2018,0.0,1.0,0.0,2.0,1.0,0.0,0.0
MT,2018-04,0.0,0.0,0.0,0.0,04,2018,3.0,7.0,0.0,3.0,0.0,0.0,0.0
MT,2018-05,0.0,0.0,0.0,0.0,05,2018,0.0,0.0,0.0,3.0,2.0,0.0,0.0
MT,2018-06,0.0,0.0,0.0,0.0,06,2018,2.0,2.0,0.0,0.0,0.0,0.0,0.0
MT,2018-07,0.0,0.0,0.0,0.0,07,2018,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MT,2018-08,0.0,0.0,0.0,0.0,08,2018,0.0,2.0,0.0,0.0,0.0,1.0,0.0
MT,2018-09,0.0,0.0,0.0,0.0,09,2018,1.0,2.0,0.0,1.0,1.0,0.0,0.0
MT,2018-10,0.0,0.0,0.0,0.0,10,2018,4.0,2.0,0.0,2.0,1.0,1.0,2.0
MT,2018-11,0.0,0.0,0.0,0.0,11,2018,2.0,0.0,0.0,2.0,0.0,4.0,0.0
MT,2018-12,0.0,0.0,0.0,0.0,12,2018,4.0,4.0,4.0,0.0,0.0,0.0,2.0
MT,2019-01,0.0,0.0,0.0,0.0,01,2019,5.0,10.0,2.0,3.0,3.0,2.0,2.0
MT,2019-02,0.0,0.0,0.0,0.0,02,2019,2.0,7.0,16.0,2.0,6.0,4.0,6.0
MT,2019-03,0.0,0.0,0.0,0.0,03,2019,1.0,2.0,3.0,3.0,4.0,2.0,2.0
MT,2019-04,0.0,0.0,0.0,0.0,04,2019,0.0,3.0,0.0,3.0,4.0,0.0,1.0
MT,2019-05,0.0,0.0,0.0,0.0,05,2019,0.0,1.0,2.0,0.0,2.0,0.0,0.0
MT,2019-06,0.0,0.0,0.0,0.0,06,2019,0.0,0.0,3.0,2.0,0.0,1.0,0.0
MT,2019-07,0.0,0.0,0.0,0.0,07,2019,3.0,0.0,2.0,3.0,0.0,1.0,0.0
MT,2019-08,0.0,0.0,0.0,0.0,08,2019,0.0,0.0,2.0,2.0,1.0,0.0,0.0
MT,2019-09,0.0,0.0,0.0,0.0,09,2019,3.0,0.0,1.0,1.0,0.0,0.0,2.0
MT,2019-10,0.0,0.0,0.0,0.0,10,2019,3.0,0.0,12.0,0.0,0.0,0.0,0.0
MT,2019-11,0.0,0.0,0.0,0.0,11,2019,3.0,0.0,4.0,0.0,3.0,0.0,0.0
MT,2019-12,0.0,0.0,0.0,0.0,12,2019,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ND,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-03,0.0,0.0,0.0,0.0,03,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-04,0.0,0.0,0.0,0.0,04,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-05,0.0,0.0,0.0,0.0,05,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-06,0.0,0.0,0.0,0.0,06,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-07,0.0,0.0,0.0,0.0,07,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-08,0.0,0.0,0.0,0.0,08,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-09,0.0,0.0,0.0,0.0,09,2016,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ND,2016-10,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-11,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2016-12,0.0,0.0,0.0,0.0,12,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ND,2017-01,0.0,0.0,0.0,0.0,01,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2017-02,0.0,0.0,0.0,0.0,02,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2017-03,0.0,0.0,0.0,0.0,03,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2017-04,0.0,0.0,0.0,0.0,04,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2017-05,0.0,0.0,0.0,0.0,05,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2017-06,0.0,0.0,0.0,0.0,06,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2017-07,0.0,0.0,0.0,0.0,07,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2017-08,0.0,0.0,0.0,0.0,08,2017,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ND,2017-09,0.0,0.0,0.0,0.0,09,2017,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ND,2017-10,0.0,0.0,0.0,0.0,10,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2017-11,0.0,0.0,0.0,0.0,11,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2017-12,0.0,0.0,0.0,0.0,12,2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ND,2018-01,0.0,0.0,0.0,0.0,01,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2018-02,0.0,0.0,0.0,0.0,02,2018,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ND,2018-03,0.0,0.0,0.0,0.0,03,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2018-04,0.0,0.0,0.0,0.0,04,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2018-05,0.0,0.0,0.0,0.0,05,2018,1.0,5.0,0.0,4.0,3.0,0.0,0.0
ND,2018-06,0.0,0.0,0.0,0.0,06,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2018-07,0.0,0.0,0.0,0.0,07,2018,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ND,2018-08,0.0,0.0,0.0,0.0,08,2018,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ND,2018-09,0.0,0.0,0.0,0.0,09,2018,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ND,2018-10,0.0,0.0,0.0,0.0,10,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2018-11,0.0,0.0,0.0,0.0,11,2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ND,2018-12,0.0,0.0,0.0,0.0,12,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2019-01,0.0,0.0,0.0,0.0,01,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2019-02,0.0,0.0,0.0,0.0,02,2019,1.0,0.0,0.0,5.0,1.0,0.0,1.0
ND,2019-03,0.0,0.0,0.0,0.0,03,2019,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ND,2019-04,0.0,0.0,0.0,0.0,04,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2019-05,0.0,0.0,0.0,0.0,05,2019,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ND,2019-06,0.0,0.0,0.0,0.0,06,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2019-07,0.0,0.0,0.0,0.0,07,2019,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ND,2019-08,0.0,0.0,0.0,0.0,08,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2019-09,0.0,0.0,0.0,0.0,09,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2019-10,0.0,0.0,0.0,0.0,10,2019,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ND,2019-11,0.0,0.0,0.0,0.0,11,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2019-12,0.0,0.0,0.0,0.0,12,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2016-03,0.0,0.0,0.0,0.0,03,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2016-04,0.0,0.0,0.0,0.0,04,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SD,2016-05,0.0,0.0,0.0,0.0,05,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2016-06,0.0,0.0,0.0,0.0,06,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2016-07,0.0,0.0,0.0,0.0,07,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SD,2016-08,0.0,0.0,0.0,0.0,08,2016,0.0,0.0,3.0,0.0,0.0,0.0,0.0
SD,2016-09,0.0,0.0,0.0,0.0,09,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2016-10,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2016-11,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SD,2016-12,0.0,0.0,0.0,0.0,12,2016,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2017-01,0.0,0.0,0.0,0.0,01,2017,0.0,1.0,1.0,0.0,0.0,0.0,0.0
SD,2017-02,0.0,0.0,0.0,0.0,02,2017,1.0,0.0,1.0,0.0,0.0,0.0,0.0
SD,2017-03,0.0,0.0,0.0,0.0,03,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2017-04,0.0,0.0,0.0,0.0,04,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2017-05,0.0,0.0,0.0,0.0,05,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2017-06,0.0,0.0,0.0,0.0,06,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2017-07,0.0,0.0,0.0,0.0,07,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2017-08,0.0,0.0,0.0,0.0,08,2017,0.0,1.0,0.0,0.0,0.0,0.0,1.0
SD,2017-09,0.0,0.0,0.0,0.0,09,2017,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SD,2017-10,0.0,0.0,0.0,0.0,10,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2017-11,0.0,0.0,0.0,0.0,11,2017,0.0,0.0,0.0,2.0,0.0,0.0,0.0
SD,2017-12,0.0,0.0,0.0,0.0,12,2017,1.0,2.0,0.0,0.0,0.0,0.0,0.0
SD,2018-01,0.0,0.0,0.0,0.0,01,2018,2.0,1.0,1.0,0.0,0.0,1.0,0.0
SD,2018-02,0.0,0.0,0.0,0.0,02,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2018-03,0.0,0.0,0.0,0.0,03,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2018-04,0.0,0.0,0.0,0.0,04,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2018-05,0.0,0.0,0.0,0.0,05,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2018-06,0.0,0.0,0.0,0.0,06,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2018-07,0.0,0.0,0.0,0.0,07,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2018-08,0.0,0.0,0.0,0.0,08,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2018-09,0.0,0.0,0.0,0.0,09,2018,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SD,2018-10,0.0,0.0,0.0,0.0,10,2018,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SD,2018-11,0.0,0.0,0.0,0.0,11,2018,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SD,2018-12,0.0,0.0,0.0,0.0,12,2018,1.0,0.0,0.0,1.0,0.0,0.0,1.0
SD,2019-01,0.0,0.0,0.0,0.0,01,2019,0.0,0.0,0.0,0.0,2.0,0.0,0.0
SD,2019-02,0.0,0.0,0.0,0.0,02,2019,1.0,0.0,1.0,0.0,0.0,0.0,0.0
SD,2019-03,0.0,0.0,0.0,0.0,03,2019,0.0,1.0,2.0,2.0,1.0,0.0,1.0
SD,2019-04,0.0,0.0,0.0,0.0,04,2019,0.0,0.0,2.0,1.0,0.0,0.0,0.0
SD,2019-05,0.0,0.0,0.0,0.0,05,2019,1.0,0.0,1.0,3.0,0.0,0.0,0.0
SD,2019-06,0.0,0.0,0.0,0.0,06,2019,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SD,2019-07,0.0,0.0,0.0,0.0,07,2019,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SD,2019-08,0.0,0.0,0.0,0.0,08,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2019-09,0.0,0.0,0.0,0.0,09,2019,1.0,3.0,0.0,0.0,0.0,0.0,0.0
SD,2019-10,0.0,0.0,0.0,0.0,10,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2019-11,0.0,0.0,0.0,0.0,11,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2019-12,0.0,0.0,0.0,0.0,12,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All,2016-01,0.0,0.0,0.0,0.0,1,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All,2016-02,2.0,487.0,214.0,67.0,2,2016,213.0,201.0,186.0,217.0,117.0,24.0,27.0
All,2016-03,2.0,2590.0,1625.0,62.0,3,2016,787.0,957.0,1658.0,1689.0,676.0,279.0,283.0
All,2016-04,5.0,8993.0,5098.0,125.0,4,2016,3196.0,3284.0,3193.0,3389.0,3274.0,797.0,955.0
All,2016-05,8.0,9690.0,4880.0,264.0,5,2016,3186.0,3973.0,3469.0,3373.0,2114.0,734.0,761.0
All,2016-06,18.0,11523.0,7048.0,386.0,6,2016,4435.0,5424.0,6191.0,6852.0,4644.0,1502.0,1479.0
All,2016-07,18.0,17412.0,9662.0,490.0,7,2016,6672.0,8251.0,8199.0,8400.0,9292.0,2735.0,2210.0
All,2016-08,37.0,29088.0,15401.0,1150.0,8,2016,11372.0,11332.0,10629.0,8393.0,9467.0,2700.0,2532.0
All,2016-09,28.0,26924.0,11979.0,620.0,9,2016,7721.0,9397.0,9139.0,11850.0,11710.0,2618.0,2229.0
All,2016-10,46.0,29001.0,14172.0,928.0,10,2016,11459.0,10500.0,10372.0,9215.0,7982.0,3137.0,2963.0
All,2016-11,39.0,30500.0,13792.0,921.0,11,2016,11174.0,14549.0,13958.0,9617.0,9687.0,2892.0,3126.0
All,2016-12,22.0,21928.0,11048.0,910.0,12,2016,8546.0,9779.0,9432.0,12741.0,12842.0,3595.0,2633.0
All,2017-01,29.0,23915.0,10208.0,658.0,1,2017,9754.0,12650.0,8663.0,9788.0,9618.0,2715.0,2492.0
All,2017-02,29.0,21505.0,10531.0,600.0,2,2017,8337.0,9279.0,9321.0,9487.0,9742.0,2781.0,2693.0
